time,CSIRO-MK3-6-0,NORESM1-M,CESM1-CAM5,MPI-ESM-LR
2049.0,133147354715000.0,131436584796000.0,123792773774000.0,133560122221000.0
2050.0,132547406501000.0,130410685800000.0,122802988765000.0,133031342619000.0
2051.0,131797186834000.0,129725567228000.0,121546553818000.0,132455135471000.0
2052.0,131150622426000.0,128921434960000.0,120155897890000.0,131843820754000.0
2053.0,130406514587000.0,128118293595000.0,118992473900000.0,131107882932000.0
2054.0,129733095086000.0,127268327133000.0,117795281841000.0,130318940604000.0
2055.0,128955160515000.0,126581077616000.0,116551009270000.0,129818412270000.0
2056.0,128082910760000.0,125852775314000.0,115147476631000.0,129195100841000.0
2057.0,127166738895000.0,125045906988000.0,113718041289000.0,128405467964000.0
2058.0,126417231764000.0,124225642766000.0,112550169902000.0,127776544953000.0
2059.0,125559448402000.0,123359394823000.0,111355249781000.0,127164321075000.0
2060.0,124712622683000.0,122744016809000.0,110133915053000.0,126414181416000.0
2061.0,123890254850000.0,121866316643000.0,108967455955000.0,125723438218000.0
2062.0,123281904315400.0,121186342126000.0,107797763986000.0,125097123734000.0
2063.0,122531513807000.0,120430688009000.0,106734470238000.0,124600495210000.0
2064.0,121829018198600.0,119632473113000.0,105484270179000.0,124001292275000.0
2065.0,121106231678600.0,118975054681000.0,104361316522000.0,123362910101000.0
2066.0,120330131510300.0,118007631674000.0,103333073315000.0,122846734711000.0
2067.0,119667106763600.0,117223673534000.0,102179954971000.0,122292295818000.0
2068.0,118967888872700.0,116529236309000.0,100659760018000.0,121697763355000.0
2069.0,118248833195500.0,115752717515000.0,99440441889000.0,121067212546000.0
2070.0,117686837081000.0,115020125800000.0,98153833576000.0,120472358079000.0
2071.0,117091901526500.0,114457048268000.0,96631859762000.0,119820637773000.0
2072.0,116462728341800.0,113671993544000.0,95465521441000.0,119326571707000.0
2073.0,115860718636000.0,112855720904000.0,94342778568000.0,118780261230000.0
2074.0,115250102140000.0,112094823081000.0,93144408633000.0,118192285334000.0
2075.0,114636536184000.0,111378454335000.0,92003601849000.0,117599313687000.0
2076.0,113878992093400.0,110639287485000.0,90946771273000.0,116969953384000.0
2077.0,113189673386500.0,109838896689000.0,89927046321000.0,116350961983000.0
2078.0,112508991825000.0,108995373780000.0,88794262156000.0,115632524780000.0
2079.0,111792906298700.0,108296685570000.0,87726426272000.0,115015351677000.0
2080.0,111062494302300.0,107598504219000.0,86521330643000.0,114585980999000.0
2081.0,110511407622600.0,106761237983000.0,85426303909000.0,114033248708000.0
2082.0,109871526668200.0,105952058757000.0,84358911904000.0,113450103344000.0
2083.0,109261069253500.0,105200997711000.0,83063073309000.0,113005893957000.0
2084.0,108495135946000.0,104480150274000.0,81768261978000.0,112475223613000.0
2085.0,107768042745200.0,103690074808000.0,80735457096000.0,112029983960000.0
2086.0,107054004421000.0,102975655045000.0,79573801417000.0,111612921237000.0
2087.0,106342304411600.0,102335474128000.0,78474873628000.0,111039062591000.0
2088.0,105683795666600.0,101754400728300.0,77311801612000.0,110576295426000.0
2089.0,105016786357700.0,101127263907500.0,76247504727000.0,109966498096000.0
2090.0,104354078243200.0,100355781814000.0,75078217942000.0,109443668762000.0
2091.0,103586683911100.0,99593510490300.0,73993282640000.0,108970329987000.0
2092.0,102879534260500.0,98834869494000.0,72941877937000.0,108368789661000.0
2093.0,102147290570500.0,98116776130000.0,72033576175000.0,107779313716000.0
2094.0,101456129444900.0,97431748286400.0,71035088589000.0,107286253244000.0
2095.0,100805887593400.0,96716525533000.0,70199949859000.0,106689783182000.0
2096.0,100277425220800.0,96062989422500.0,69362227740000.0,106005179825000.0
2097.0,99894690475500.0,95433363337700.0,68451130125700.0,105519611634000.0
2098.0,99384655497700.0,94711794066000.0,67518036647500.0,105118329970000.0
2099.0,98626842132700.0,93802309578000.0,66445131736000.0,104666313308000.0
2100.0,97984954323400.0,93329776186000.0,65461646943600.0,104284367508000.0
2101.0,97376436762900.0,92704796015000.0,64547569815000.0,103727715660000.0
2102.0,96639244376300.0,91960122964400.0,63782865139700.0,103182647985000.0
2103.0,96144932820600.0,91328075823000.0,62837840220000.0,102604229395000.0
2104.0,95453954633900.0,90673930067000.0,61979190115000.0,102102158362000.0
2105.0,94800606887000.0,89955021688700.0,61082588037700.0,101610652779000.0
2106.0,94194012706300.0,89285871657000.0,60189525514000.0,101182578558000.0
2107.0,93612924971900.0,88581760225300.0,59357748029000.0,100742199586000.0
2108.0,93032721106000.0,88012122677500.0,58420791607000.0,100258504889000.0
2109.0,92478850258300.0,87376175974000.0,57534654949600.0,99728325689000.0
2110.0,91852883368000.0,86805795253300.0,56790360535700.0,99272532014000.0
2111.0,91296346384700.0,86218841991000.0,56156109798500.0,98770418770000.0
2112.0,90607970413000.0,85565149879000.0,55377149104000.0,98286136164000.0
2113.0,89985850794600.0,84947425475700.0,54627068588300.0,97841733095000.0
2114.0,89340513578000.0,84302455804000.0,53822582353400.0,97327519592000.0
2115.0,88752703803600.0,83636328202500.0,52907409594600.0,96823658689000.0
2116.0,88201333862300.0,83000512790000.0,52068741867400.0,96378925170000.0
2117.0,87612346394600.0,82488855367000.0,51408415822000.0,95997650502000.0
2118.0,87111252350600.0,81971322552300.0,50761129445300.0,95600822206000.0
2119.0,86624796307400.0,81302324840300.0,49987407467200.0,95120613690000.0
2120.0,86209080921600.0,80731189983500.0,49236828746000.0,94654487371000.0
2121.0,85701626973800.0,79998631192000.0,48687332624700.0,94147511890000.0
2122.0,85319044888500.0,79480807203000.0,48140318485500.0,93574651403000.0
2123.0,84820147556900.0,79044116849000.0,47421077260100.0,93023163817000.0
2124.0,84348633894700.0,78516096599700.0,46735886311300.0,92698734552000.0
2125.0,83748931102500.0,77973865088000.0,46095400827400.0,92087692975000.0
2126.0,83326793398700.0,77316703555000.0,45288931365200.0,91651607691000.0
2127.0,82798143746900.0,76613799534800.0,44605402373000.0,91020743685000.0
2128.0,82419453126500.0,76076568028300.0,43997042748000.0,90415886266000.0
2129.0,81991793859060.0,75650974095700.0,43391237579600.0,90014673280000.0
2130.0,81546373074500.0,75071142619200.0,42870851050300.0,89579320336000.0
2131.0,81142545653900.0,74624480658400.0,42292890315100.0,89221468731000.0
2132.0,80628625056600.0,74039609183900.0,41709576988900.0,88900615477000.0
2133.0,80122786654000.0,73459687760000.0,41116049432700.0,88455160316000.0
2134.0,79650862922700.0,72938355756000.0,40631367003700.0,87967899763000.0
2135.0,79074931231700.0,72344003980600.0,40027835615300.0,87502557051000.0
2136.0,78581987837100.0,71817519520000.0,39382630034400.0,87128845699000.0
2137.0,78035417289800.0,71302565162000.0,38867865448800.0,86809894473000.0
2138.0,77532738397900.0,70894181070000.0,38344716654800.0,86440014952000.0
2139.0,77050439639300.0,70446532072000.0,37778998744400.0,86056426026000.0
2140.0,76624646905000.0,70099986672700.0,37313191708900.0,85705878026000.0
2141.0,76263659821700.0,69590598665700.0,36850815587900.0,85370709531000.0
2142.0,75837697773800.0,69174787420700.0,36311302919300.0,84974620710000.0
2143.0,75317403582100.0,68779890265000.0,35923469390600.0,84684899499000.0
2144.0,74857316654700.0,68387134367000.0,35348285834400.0,84372420074000.0
2145.0,74491612961900.0,67925021238300.0,34849516186700.0,83989389238000.0
2146.0,74062912424700.0,67567823714200.0,34370750741900.0,83583877845000.0
2147.0,73613249384400.0,67236505954300.0,33857746595800.0,83240566302000.0
2148.0,73124889962900.0,66899179993700.0,33300046052900.0,82915599407000.0
2149.0,72751640248500.0,66519339311000.0,32816853155900.0,82579148839000.0
2150.0,72306287120000.0,66087312708300.0,32340623825600.0,82201428038000.0
2151.0,71884902802400.0,65733112895300.0,31931959013100.0,81691302845000.0
2152.0,71409154537000.0,65419659164000.0,31534519753300.0,81308908315000.0
2153.0,71084898221700.0,65102740720400.0,31094698780400.0,80961416772000.0
2154.0,70811648215200.0,64702148272600.0,30642241059600.0,80537709868000.0
2155.0,70381960100800.0,64295750969500.0,30215259415700.0,80015517669000.0
2156.0,69926720087700.0,63928081868900.0,29807205711500.0,79621051798000.0
2157.0,69573279489100.0,63563335900600.0,29426901409900.0,79234587681000.0
2158.0,69184154636100.0,63249672412000.0,29002539414800.0,78883725296000.0
2159.0,68906346487500.0,62906919071100.0,28638941293200.0,78472364439000.0
2160.0,68569553331300.0,62516836746000.0,28271293036050.0,78156902580000.0
2161.0,68257401284800.0,62097053364700.0,27839846650900.0,77737593688000.0
2162.0,67877310439700.0,61773064333000.0,27476722358100.0,77424749690000.0
2163.0,67507693435700.0,61437767591700.0,27131402155000.0,77105644672000.0
2164.0,67213010183900.0,61043764338400.0,26793516974100.0,76807297707000.0
2165.0,66902493948500.0,60780992094200.0,26382352401130.0,76404654730000.0
2166.0,66533534950700.0,60488315590900.0,26045809768470.0,76118071870000.0
2167.0,66250072812200.0,60205426083700.0,25722204614550.0,75758465445000.0
2168.0,65990813688400.0,59883013280400.0,25372410640600.0,75416288451000.0
2169.0,65723691495340.0,59514063217800.0,25050588017220.0,75106789624000.0
2170.0,65282233560150.0,59145183343500.0,24644691299530.0,74786069989000.0
2171.0,64984131352600.0,58830009372000.0,24242833719100.0,74468908008000.0
2172.0,64645236698100.0,58440663615600.0,23911511423560.0,74139943220000.0
2173.0,64228978334200.0,58150488966500.0,23565455454520.0,73903186974000.0
2174.0,63812801742900.0,57849100648800.0,23244567516530.0,73517970716000.0
2175.0,63452533654100.0,57454540637900.0,23004822848410.0,73243013798000.0
2176.0,63187218040900.0,57233969138200.0,22728321751840.0,72945924381000.0
2177.0,62947713324900.0,56956561143300.0,22471489458500.0,72654392475000.0
2178.0,62589022698300.0,56653881262300.0,22149482645610.0,72344802652600.0
2179.0,62388585811440.0,56288598700500.0,21799768950880.0,72028268760700.0
2180.0,62101514727900.0,55986845773700.0,21511226526570.0,71849397556600.0
2181.0,61795653687900.0,55653316420000.0,21251276336160.0,71541232044600.0
2182.0,61514879608260.0,55369369611500.0,20936501016144.0,71250471272700.0
2183.0,61198593164100.0,55133880884800.0,20655814910410.0,70942748523400.0
2184.0,60922650265560.0,54908042687000.0,20417873286130.0,70673991012000.0
2185.0,60501760999560.0,54693481277400.0,20163445854620.0,70399705635500.0
2186.0,60266203612200.0,54338193513600.0,19918098862750.0,70218195921000.0
2187.0,60028762689500.0,54122472396100.0,19701241342680.0,69987219790000.0
2188.0,59785945831800.0,53883174480300.0,19422410409990.0,69795134841700.0
2189.0,59406769867060.0,53574649245100.0,19171391498910.0,69538086679100.0
2190.0,59020174021860.0,53252898844700.0,18958784870790.0,69266525478700.0
2191.0,58697192601550.0,53026133458900.0,18733826848316.0,69069868929700.0
2192.0,58423882109300.0,52857180856000.0,18514043055920.0,68818955272000.0
2193.0,58188120839040.0,52530073121000.0,18283417794204.0,68584246580000.0
2194.0,57889778351800.0,52154690695900.0,18040515503810.0,68392171829000.0
2195.0,57627162999200.0,51860949492800.0,17808900956716.0,68149270959000.0
2196.0,57362876445100.0,51599534011600.0,17581348608140.0,67844358710000.0
2197.0,57240597493150.0,51322630814100.0,17327638526944.0,67548939364000.0
2198.0,56873162556900.0,51140911463300.0,17126856905930.0,67239975131500.0
2199.0,56568325081700.0,50953414458200.0,16961109470356.0,66992892173700.0
2200.0,56209334977260.0,50662493620100.0,16758079546830.0,66839929797300.0
2201.0,55862772652200.0,50382071794500.0,16593822040410.0,66640183249600.0
2202.0,55453324194650.0,50051821843300.0,16399763860940.0,66413440244500.0
2203.0,55142843339600.0,49753009854800.0,16227351513364.0,66256046501000.0
2204.0,54883645187640.0,49544226261700.0,16056816105836.0,66012113181100.0
2205.0,54589385761460.0,49304635629900.0,15865608818110.0,65751078950400.0
2206.0,54299421648900.0,48978841581900.0,15624328712780.0,65494250567200.0
2207.0,54058765876400.0,48794559596000.0,15444486441740.0,65211625889000.0
2208.0,53816190540500.0,48615400086800.0,15274991789400.0,65082923756700.0
2209.0,53494239455860.0,48412723868300.0,15085856380890.0,64863161490700.0
2210.0,53214794140660.0,48160454591600.0,14905486338580.0,64631843982000.0
2211.0,52930715975940.0,47988531471800.0,14722541123656.0,64472051132000.0
2212.0,52682630313500.0,47824291046100.0,14541770066920.0,64180033425000.0
2213.0,52354359149960.0,47624773652600.0,14379008230216.0,63907860288800.0
2214.0,52032390251850.0,47461383884700.0,14183152767840.0,63787597543300.0
2215.0,51722127173400.0,47226216238700.0,14009412270890.0,63595495972800.0
2216.0,51318410042500.0,47018142928500.0,13823956842310.0,63450468149700.0
2217.0,51084273986270.0,46826357168600.0,13658601371836.0,63318586488000.0
2218.0,50834827478740.0,46532575516500.0,13484957313830.0,63138054814200.0
2219.0,50597219036660.0,46353085016300.0,13312029064780.0,62892618691700.0
2220.0,50312562117160.0,46074499449000.0,13140406577464.0,62677619846600.0
2221.0,50017718354060.0,45786127359400.0,12983360584532.0,62545637148600.0
2222.0,49837239962000.0,45604526231400.0,12818672952850.0,62350359157700.0
2223.0,49600687713100.0,45457800649400.0,12662563886608.0,62108431179200.0
2224.0,49334329283540.0,45261682758300.0,12481562939356.0,61804406448300.0
2225.0,49146257222360.0,45080586833800.0,12358192565652.0,61542715801200.0
2226.0,48909101739440.0,44898379652900.0,12215230690570.0,61299417469400.0
2227.0,48623477336550.0,44760248097400.0,12080990712184.0,60954941335600.0
2228.0,48347306538400.0,44677545204100.0,11921291148004.0,60744314425500.0
2229.0,48180281539050.0,44482993496700.0,11802129358344.0,60594625202200.0
2230.0,48025679788200.0,44366113999100.0,11656824949210.0,60362596851500.0
2231.0,47850106780400.0,44201820260700.0,11518780451740.0,60231831445000.0
2232.0,47606474930200.0,44048004742600.0,11388256298270.0,59975515550700.0
2233.0,47450339099100.0,43896333235100.0,11253764759748.0,59845998134300.0
2234.0,47276147756800.0,43664451634400.0,11123062608194.0,59637042202200.0
2235.0,47078198641500.0,43431436833500.0,11024506394912.0,59463114725700.0
2236.0,46971906824970.0,43266487498300.0,10894509088396.0,59262957609800.0
2237.0,46745926407900.0,43152516674200.0,10781718058190.0,59105032006000.0
2238.0,46500614400100.0,43035264207300.0,10675974079860.0,58972703184400.0
2239.0,46301600650500.0,42804528404200.0,10542944085568.0,58805527150500.0
2240.0,46162839836500.0,42662600722900.0,10422295791420.0,58549048107500.0
2241.0,46047751299000.0,42443094417200.0,10329792552628.0,58316023823000.0
2242.0,45958495046260.0,42245818277800.0,10247923485456.0,58160751202900.0
2243.0,45714568875100.0,42099267981400.0,10166333521614.0,57942400077300.0
2244.0,45459253238500.0,41909404102400.0,10070661083298.0,57780343056600.0
2245.0,45189079882300.0,41807607014900.0,9976427820540.0,57590636081300.0
2246.0,45028863538300.0,41625457380800.0,9863129790200.0,57430511445800.0
2247.0,44907317593250.0,41402632855900.0,9764850246140.0,57213865500300.0
2248.0,44839312394560.0,41281883494100.0,9694414648460.0,57010609836500.0
2249.0,44670336459800.0,41040677449060.0,9626539043136.0,56792914372200.0
2250.0,44433816148750.0,40909747716400.0,9535839729308.0,56583631983600.0
2251.0,44258802063060.0,40725059135960.0,9444447232150.0,56414646535300.0
2252.0,44076380103930.0,40562492463800.0,9367528402256.0,56212575018900.0
2253.0,43834347060000.0,40400282515500.0,9306471671650.0,56095850508400.0
2254.0,43673814953400.0,40233462488300.0,9232775763386.0,56013132338000.0
2255.0,43583192415750.0,40095887335500.0,9188672685100.0,55787643719400.0
2256.0,43343765441100.0,39960386685300.0,9140908538590.0,55568656930000.0
2257.0,43178153901600.0,39829692976600.0,9060816638984.0,55375511108700.0
2258.0,42965704601300.0,39682563457700.0,8993151412662.0,55250957860400.0
2259.0,42748186472100.0,39494884739800.0,8946382878636.0,55076403887500.0
2260.0,42635980869700.0,39367693028200.0,8898341492170.0,54910225342300.0
2261.0,42539905862300.0,39177446649200.0,8826179532964.0,54703621264700.0
2262.0,42401421939840.0,38963091689160.0,8774289084584.0,54503602594900.0
2263.0,42303860826640.0,38816898453200.0,8707358002052.0,54370619184900.0
2264.0,42179941377300.0,38649846757600.0,8635800785736.0,54175524560900.0
2265.0,42028055750350.0,38548877128300.0,8589162692176.0,53962666944400.0
2266.0,41911670072250.0,38412167495600.0,8532010349304.0,53812928861400.0
2267.0,41705931688400.0,38185643749000.0,8470558046256.0,53653133470100.0
2268.0,41571130666050.0,37971796635800.0,8420839792936.0,53426152798700.0
2269.0,41327713126600.0,37853817990200.0,8389599040794.0,53258990663700.0
2270.0,41095633542650.0,37689153450400.0,8319291763246.0,53142711299000.0
2271.0,40951232668400.0,37533683941800.0,8289266092752.0,53037499115100.0
2272.0,40725000849200.0,37459731222560.0,8243397649310.0,52845435150500.0
2273.0,40596490107200.0,37337058538700.0,8162738666712.0,52723536444300.0
2274.0,40435550868060.0,37225938202300.0,8113398648572.0,52586389448100.0
2275.0,40257319966600.0,37142943591130.0,8075814917020.0,52442356837100.0
2276.0,39991223636440.0,37031996159080.0,8037615318432.0,52296226730600.0
2277.0,39851606593100.0,36855327462850.0,7991201160516.0,52199884972800.0
2278.0,39676263483100.0,36731409565250.0,7950661304490.0,52070008988040.0
2279.0,39529161481450.0,36565974706370.0,7915873735310.0,51977399425000.0
2280.0,39394266142600.0,36453419419670.0,7859333950796.0,51901442018700.0
2281.0,39206649584460.0,36383203107840.0,7824205065200.0,51816440872240.0
2282.0,39067318401900.0,36281984203300.0,7791740767274.0,51678242247000.0
2283.0,38903267018400.0,36176623912480.0,7747859206236.0,51564634327800.0
2284.0,38793928971350.0,35989353955000.0,7682285611648.0,51403508167650.0
2285.0,38745824907740.0,35786081727080.0,7629075624876.0,51266026037740.0
2286.0,38643232202000.0,35623152394950.0,7589295221620.0,51160630988160.0
2287.0,38482732436400.0,35422809722640.0,7549219537344.0,51007646611800.0
2288.0,38372968462560.0,35265039935400.0,7513731605290.0,50941844621500.0
2289.0,38246796212040.0,35137814682300.0,7462703471264.0,50800005868700.0
2290.0,38122546666030.0,35046281158540.0,7433931817880.0,50672176133400.0
2291.0,38004361728200.0,34965360634460.0,7404583234540.0,50500008604340.0
2292.0,37901116421700.0,34788213319230.0,7386858195080.0,50441574599500.0
2293.0,37815384764800.0,34658189453800.0,7317991407570.0,50337148258100.0
2294.0,37651293776800.0,34517045261920.0,7294540282080.0,50222711690500.0
2295.0,37547659813630.0,34477715714420.0,7268298517630.0,50128284214000.0
2296.0,37346884616900.0,34390399940430.0,7224822112364.0,49945198003140.0
2297.0,37211979098800.0,34286481822160.0,7185661857036.0,49823125594800.0
2298.0,37096755982200.0,34172503848040.0,7140920215622.0,49692337520500.0
2299.0,36966619828700.0,34038552078120.0,7095701463640.0,49563305758850.0
2300.0,36810135792720.0,33875701628860.0,7049053831910.0,49387529240900.0
