time,GFDL-ESM4,EC-EARTH3-VEG,MRI-ESM2-0,CAMS-CSM1-0
2070.0,51713884000.0,33253583000.0,32697244000.0,47785440000.0
2071.0,50657710000.0,32956560000.0,33092725000.0,51088392000.0
2072.0,48641196000.0,31937999000.0,33814422000.0,49756130000.0
2073.0,50643640000.0,34030524000.0,34779560000.0,48075630000.0
2074.0,50509025000.0,35289993000.0,34461102000.0,50425065000.0
2075.0,48988780000.0,33920424000.0,34143711000.0,51972880000.0
2076.0,50585702000.0,33352497000.0,34306787000.0,52093380000.0
2077.0,52513882000.0,34095292000.0,33693426000.0,54559040000.0
2078.0,52504625000.0,33159098000.0,34722124000.0,55138275000.0
2079.0,53587788000.0,32371235000.0,35283403000.0,55590730000.0
2080.0,53567310000.0,33538783000.0,34352843000.0,56094097000.0
2081.0,52603224000.0,34458180000.0,33529825000.0,56416514000.0
2082.0,52737544000.0,34842006000.0,34609950000.0,57057930000.0
2083.0,52951167000.0,34706370000.0,34810413000.0,56198650000.0
2084.0,53459075000.0,34043922000.0,33787787000.0,54605255000.0
2085.0,53742735000.0,35467436000.0,35563667000.0,54333555000.0
2086.0,54741170000.0,35830387000.0,36593844000.0,55053087000.0
2087.0,55032467000.0,35592847000.0,36464976000.0,56125735000.0
2088.0,56221626000.0,35194245000.0,35398734000.0,57227200000.0
2089.0,56956887000.0,36239348000.0,35624640000.0,57276613000.0
2090.0,57931560000.0,38040610000.0,36143927000.0,57489240000.0
2091.0,57903400000.0,37836345000.0,36683820000.0,56919410000.0
2092.0,56732190000.0,37710254000.0,36841136000.0,55992685000.0
2093.0,55765950000.0,39060312000.0,36626540000.0,55489257000.0
2094.0,57484290000.0,39835947000.0,37166690000.0,56988697000.0
2095.0,57369920000.0,39752307000.0,37296484000.0,58804163000.0
2096.0,56963625000.0,39469680000.0,38245933000.0,60519997000.0
2097.0,58503643000.0,39584096000.0,38251766000.0,59989516000.0
2098.0,59423715000.0,37865927000.0,39055920000.0,59234910000.0
2099.0,60418707000.0,38110210000.0,40222433000.0,59968950000.0
2100.0,59741510000.0,38698873000.0,40460153000.0,61717360000.0
