time,MRI-ESM2-0,CANESM5,IPSL-CM6A-LR,CESM2-WACCM,ACCESS-CM2,ACCESS-ESM1-5
2264.0,2727059000000.0,1852123000000.0,1385941000000.0,1669396400000.0,912946500000.0,1130533600000.0
2265.0,2726930700000.0,1857462200000.0,1389172900000.0,1668841600000.0,906292800000.0,1131271400000.0
2266.0,2746666500000.0,1872607000000.0,1389587500000.0,1674846300000.0,908804160000.0,1131461700000.0
2267.0,2768317200000.0,1868702200000.0,1390060500000.0,1668842100000.0,905613150000.0,1133829400000.0
2268.0,2776158700000.0,1858025000000.0,1390439400000.0,1663455000000.0,912755060000.0,1127954600000.0
2269.0,2783006200000.0,1867172000000.0,1394034100000.0,1666771000000.0,911440000000.0,1125121800000.0
2270.0,2803701400000.0,1860995600000.0,1399218200000.0,1677397100000.0,912979460000.0,1127063400000.0
2271.0,2808726400000.0,1898841400000.0,1410975300000.0,1688695300000.0,914244900000.0,1133641100000.0
2272.0,2813813900000.0,1906239600000.0,1418046000000.0,1689709400000.0,912810500000.0,1138089300000.0
2273.0,2827970400000.0,1924134600000.0,1422026600000.0,1686602900000.0,915900140000.0,1131182600000.0
2274.0,2839730500000.0,1914319700000.0,1425502100000.0,1683424800000.0,916073400000.0,1134084100000.0
2275.0,2850730800000.0,1923976100000.0,1427122000000.0,1676152000000.0,913345200000.0,1131635500000.0
2276.0,2864857500000.0,1932817700000.0,1428933000000.0,1674659900000.0,907416100000.0,1133086400000.0
2277.0,2885427100000.0,1916363700000.0,1435392800000.0,1671585500000.0,912054100000.0,1124324900000.0
2278.0,2897907300000.0,1928427600000.0,1433055000000.0,1675228000000.0,918697400000.0,1127137800000.0
2279.0,2896946000000.0,1922018200000.0,1434246300000.0,1678547100000.0,915662900000.0,1127969700000.0
2280.0,2909362500000.0,1938751500000.0,1436013700000.0,1678482500000.0,916983200000.0,1128142700000.0
2281.0,2933690200000.0,1938486300000.0,1433884300000.0,1686182600000.0,915003500000.0,1126016500000.0
2282.0,2938071000000.0,1950958900000.0,1438060600000.0,1686823600000.0,913879700000.0,1126948100000.0
2283.0,2950492800000.0,1945178600000.0,1444447400000.0,1686202200000.0,923259440000.0,1127235000000.0
2284.0,2948214000000.0,1937957500000.0,1450433800000.0,1701956000000.0,930943530000.0,1129644200000.0
2285.0,2962926600000.0,1932703300000.0,1455926800000.0,1701752100000.0,926821000000.0,1129909200000.0
2286.0,2963828000000.0,1941825000000.0,1457504500000.0,1689571800000.0,924769650000.0,1129838100000.0
2287.0,2977892400000.0,1931255700000.0,1457031000000.0,1690694700000.0,922909100000.0,1134163400000.0
2288.0,2989227800000.0,1939145100000.0,1456982200000.0,1685975200000.0,923666740000.0,1141463300000.0
2289.0,2996790400000.0,1957047700000.0,1462441100000.0,1676552300000.0,929073270000.0,1147788900000.0
2290.0,3002286700000.0,1963164300000.0,1464269800000.0,1693211800000.0,926730160000.0,1142597500000.0
2291.0,2998136500000.0,1952640000000.0,1463977400000.0,1690472300000.0,923755900000.0,1146076900000.0
2292.0,3000872000000.0,1947991900000.0,1456973200000.0,1691844100000.0,919269400000.0,1147835600000.0
2293.0,2999355700000.0,1959462300000.0,1461071500000.0,1696525500000.0,921294000000.0,1151986000000.0
2294.0,3016000000000.0,1964359300000.0,1462248700000.0,1707861700000.0,916481640000.0,1158689300000.0
2295.0,3039241000000.0,1950554700000.0,1463150000000.0,1707384400000.0,913030450000.0,1162004900000.0
2296.0,3043878000000.0,1946970800000.0,1468113200000.0,1695774000000.0,915950530000.0,1164074300000.0
2297.0,3044012700000.0,1951724200000.0,1463047600000.0,1699612900000.0,912609200000.0,1165696400000.0
2298.0,3058030600000.0,1963330900000.0,1464614100000.0,1711013100000.0,910396800000.0,1163599200000.0
2299.0,3061982200000.0,1944431400000.0,1461188800000.0,1707775800000.0,913078000000.0,1165155000000.0
2300.0,3066520700000.0,1976594600000.0,1458203300000.0,1700422900000.0,912899100000.0,1167328700000.0
