time,CESM2,EC-EARTH3,MPI-ESM1-2-HR,INM-CM4-8,INM-CM5-0,CESM2-WACCM,CAMS-CSM1-0,CMCC-CM2-SR5,MRI-ESM2-0,TAIESM1,ACCESS-CM2,IPSL-CM6A-LR,EC-EARTH3-VEG,ACCESS-ESM1-5,CANESM5,NORESM2-MM,GFDL-ESM4,BCC-CSM2-MR,FGOALS-F3-L
2086.0,6184569400000.0,4203009500000.0,10053392000000.0,8557749600000.0,9317015000000.0,7010304000000.0,10311914000000.0,4721871400000.0,7037580000000.0,3498711700000.0,7777784700000.0,8134194600000.0,4163216900000.0,8355631300000.0,5385482000000.0,8172368600000.0,9664058000000.0,8700425000000.0,9004189000000.0
2087.0,6045901500000.0,3957113500000.0,10021391000000.0,8482591300000.0,9238815000000.0,6877364600000.0,10228487000000.0,4538128000000.0,6877832000000.0,3355651900000.0,7646156400000.0,7964789300000.0,3973560700000.0,8255480300000.0,5189225000000.0,8045764500000.0,9604758000000.0,8525387400000.0,8905659000000.0
2088.0,5919865000000.0,3733456200000.0,9910334000000.0,8439188000000.0,9123291000000.0,6724126000000.0,10127624000000.0,4352680700000.0,6728948600000.0,3221762300000.0,7492926000000.0,7833782300000.0,3775039300000.0,8099596300000.0,4985453000000.0,7921356000000.0,9522134000000.0,8385029700000.0,8802843000000.0
2089.0,5791972600000.0,3517727000000.0,9829915000000.0,8368214000000.0,9041507000000.0,6600831500000.0,10052970000000.0,4167987600000.0,6551181500000.0,3093426300000.0,7386028300000.0,7712610500000.0,3546346700000.0,7949550000000.0,4799230000000.0,7798857400000.0,9486967000000.0,8236067500000.0,8708390000000.0
2090.0,5661374000000.0,3326551800000.0,9812201000000.0,8287791000000.0,8955227000000.0,6471014000000.0,9987704000000.0,3990069700000.0,6391837000000.0,2971779000000.0,7243596000000.0,7551689000000.0,3352846000000.0,7852150000000.0,4607142000000.0,7661912300000.0,9391660000000.0,8072616500000.0,8600264000000.0
2091.0,5537992000000.0,3102600300000.0,9718786000000.0,8248135500000.0,8841053000000.0,6347228700000.0,9923988000000.0,3831706400000.0,6224277000000.0,2838947200000.0,7099243000000.0,7378000000000.0,3163870500000.0,7725559000000.0,4418187600000.0,7495559000000.0,9341158000000.0,7963768500000.0,8456584000000.0
2092.0,5401702000000.0,2910134500000.0,9612403000000.0,8157628700000.0,8771745000000.0,6193815000000.0,9882497000000.0,3661728800000.0,6088986000000.0,2722433600000.0,6961719400000.0,7194583500000.0,2946718000000.0,7573824600000.0,4234401000000.0,7360719400000.0,9240228000000.0,7837538300000.0,8356362000000.0
2093.0,5283771000000.0,2742154400000.0,9528294000000.0,8082298000000.0,8699923400000.0,6062593300000.0,9802041000000.0,3508677000000.0,5942370000000.0,2616820800000.0,6802706000000.0,6999867700000.0,2762432000000.0,7430941000000.0,4055708200000.0,7217137300000.0,9103143000000.0,7705387000000.0,8213283000000.0
2094.0,5137216000000.0,2565692200000.0,9426674000000.0,7992193000000.0,8621927700000.0,5894367600000.0,9755138000000.0,3371708200000.0,5844803000000.0,2514408000000.0,6660984000000.0,6875665400000.0,2570976800000.0,7304306500000.0,3881078400000.0,7082413700000.0,8975208000000.0,7582494000000.0,8159107000000.0
2095.0,5002882000000.0,2391496000000.0,9379899000000.0,7932709000000.0,8541710000000.0,5748156000000.0,9699989000000.0,3225509400000.0,5724179000000.0,2417218600000.0,6496134400000.0,6740022000000.0,2388495000000.0,7190981600000.0,3715495600000.0,6935253400000.0,8898893000000.0,7466896600000.0,8094535400000.0
2096.0,4883016000000.0,2217515400000.0,9330995000000.0,7844762000000.0,8458470400000.0,5580660000000.0,9662276000000.0,3060954300000.0,5579526400000.0,2321856300000.0,6347318400000.0,6559438000000.0,2211833700000.0,7098856000000.0,3515530000000.0,6793932000000.0,8780754500000.0,7391611500000.0,7948517000000.0
2097.0,4763646000000.0,2051940700000.0,9281529000000.0,7755666000000.0,8397749000000.0,5442078000000.0,9596306000000.0,2914227000000.0,5435248600000.0,2210702000000.0,6205458000000.0,6407004400000.0,2039022900000.0,6973579300000.0,3344936700000.0,6641964000000.0,8668375400000.0,7272921000000.0,7849174400000.0
2098.0,4651251400000.0,1911145900000.0,9232827000000.0,7697250400000.0,8322054400000.0,5283260000000.0,9552730000000.0,2763155000000.0,5291670000000.0,2116425600000.0,6073615400000.0,6261566000000.0,1852790700000.0,6843341500000.0,3176594100000.0,6519042600000.0,8551679400000.0,7158945000000.0,7752235000000.0
2099.0,4543063000000.0,1760604300000.0,9174010000000.0,7631004500000.0,8237347000000.0,5141665700000.0,9462902000000.0,2626775700000.0,5137460000000.0,2013932000000.0,5911673000000.0,6076511000000.0,1693493900000.0,6714098000000.0,3024846600000.0,6371076500000.0,8472722000000.0,7029446400000.0,7683505000000.0
2100.0,4418359500000.0,1609689100000.0,9120939000000.0,7552059000000.0,8154737000000.0,4990921300000.0,9397280000000.0,2492721300000.0,5010966000000.0,1907039400000.0,5752864400000.0,5828240000000.0,1547888400000.0,6586182400000.0,2847337300000.0,6256746000000.0,8354858500000.0,6875015000000.0,7599468600000.0
