time,MPI-ESM1-2-HR,IPSL-CM6A-LR,GFDL-ESM4,UKESM1-0-LL,MRI-ESM2-0
2087.0,14314777000000.0,10842062000000.0,12796401000000.0,7183803600000.0,11837943000000.0
2088.0,14314234000000.0,10737688000000.0,12764408000000.0,7071961000000.0,11779797000000.0
2089.0,14267802000000.0,10629972000000.0,12709994000000.0,6961944000000.0,11658412000000.0
2090.0,14194851000000.0,10529419000000.0,12696477000000.0,6858123000000.0,11576099000000.0
2091.0,14223381000000.0,10461806000000.0,12636786000000.0,6839873300000.0,11502322000000.0
2092.0,14106012000000.0,10416644000000.0,12573688000000.0,6822783600000.0,11439127000000.0
2093.0,14113742000000.0,10353175000000.0,12520251000000.0,6675450000000.0,11365137000000.0
2094.0,14072790000000.0,10285631000000.0,12427687000000.0,6573088300000.0,11328372000000.0
2095.0,13975440000000.0,10214026000000.0,12324744000000.0,6478498400000.0,11365960000000.0
2096.0,13975293000000.0,10187983000000.0,12297421000000.0,6418087300000.0,11318497000000.0
2097.0,13959951000000.0,10173086000000.0,12265758000000.0,6348465500000.0,11404079000000.0
2098.0,13990442000000.0,10166425000000.0,12178020000000.0,6316173000000.0,11359732000000.0
2099.0,13992624000000.0,10046028000000.0,12151896000000.0,6267561600000.0,11404280000000.0
2100.0,13977048000000.0,10003021000000.0,12152850000000.0,6210247000000.0,11304472000000.0
