time,CESM2-WACCM,MRI-ESM2-0,IPSL-CM6A-LR,CANESM5,ACCESS-ESM1-5,ACCESS-CM2
2267.0,4467154000000.0,5562733000000.0,1700884600000.0,41735225000.0,2461640400000.0,418659140000.0
2268.0,4484022400000.0,5593081000000.0,1703113100000.0,41293960000.0,2452740400000.0,413871770000.0
2269.0,4497508000000.0,5625184500000.0,1704226600000.0,40633780000.0,2455805600000.0,410084670000.0
2270.0,4521472000000.0,5650222000000.0,1703418500000.0,40264598000.0,2464528700000.0,406456730000.0
2271.0,4539846500000.0,5676977400000.0,1703876900000.0,40229925000.0,2465033000000.0,404255830000.0
2272.0,4555895500000.0,5701034000000.0,1701378800000.0,39834850000.0,2470401800000.0,400927820000.0
2273.0,4578785000000.0,5734423600000.0,1701075200000.0,39467155000.0,2467285200000.0,396094500000.0
2274.0,4588715400000.0,5753472000000.0,1699089200000.0,39440540000.0,2463874400000.0,394051400000.0
2275.0,4611288600000.0,5780523000000.0,1698188800000.0,39364776000.0,2463865800000.0,390789430000.0
2276.0,4623542000000.0,5811067000000.0,1692063400000.0,38957380000.0,2462397500000.0,388409200000.0
2277.0,4635815300000.0,5838102600000.0,1690053100000.0,38466840000.0,2453162700000.0,384836040000.0
2278.0,4648629000000.0,5862155000000.0,1690830000000.0,38204273000.0,2457252000000.0,383391700000.0
2279.0,4668815600000.0,5892605000000.0,1690265300000.0,37535880000.0,2466613000000.0,381441800000.0
2280.0,4679757000000.0,5924924000000.0,1680934300000.0,37162406000.0,2463314500000.0,378325470000.0
2281.0,4695561000000.0,5948070400000.0,1671844700000.0,36805894000.0,2449535100000.0,376491180000.0
2282.0,4712084500000.0,5978489600000.0,1670479300000.0,36705660000.0,2448306000000.0,375416160000.0
2283.0,4721114000000.0,6009448000000.0,1673240200000.0,36335820000.0,2436883000000.0,375366880000.0
2284.0,4725637000000.0,6036098000000.0,1673560900000.0,35996740000.0,2435457200000.0,374862640000.0
2285.0,4742705600000.0,6066545000000.0,1676767300000.0,35604206000.0,2431606600000.0,372936740000.0
2286.0,4755475700000.0,6102330600000.0,1672758600000.0,35454968000.0,2425249600000.0,370309600000.0
2287.0,4771541000000.0,6133856000000.0,1666501600000.0,35086696000.0,2428817400000.0,366415100000.0
2288.0,4781900300000.0,6163570600000.0,1665104900000.0,34490170000.0,2430590800000.0,364001850000.0
2289.0,4794227400000.0,6191380400000.0,1665415400000.0,34097246000.0,2432140000000.0,361859060000.0
2290.0,4804383300000.0,6208104700000.0,1660452700000.0,33821184000.0,2437887300000.0,359485960000.0
2291.0,4818270000000.0,6238484000000.0,1658561800000.0,33578826000.0,2439650000000.0,357774330000.0
2292.0,4831420400000.0,6268880000000.0,1657415400000.0,33353673000.0,2435457700000.0,355165730000.0
2293.0,4846801000000.0,6298744000000.0,1653517000000.0,32888450000.0,2439747000000.0,355278420000.0
2294.0,4867428000000.0,6333150000000.0,1656466400000.0,32427491000.0,2445932200000.0,354019800000.0
2295.0,4885908000000.0,6362509000000.0,1650497200000.0,32010002000.0,2433293700000.0,351840700000.0
2296.0,4903941000000.0,6387759300000.0,1649972300000.0,31085680000.0,2434460800000.0,351554200000.0
2297.0,4923270000000.0,6415615000000.0,1648884000000.0,30643945000.0,2424341800000.0,349083140000.0
2298.0,4939514400000.0,6449238000000.0,1646411000000.0,29790798000.0,2415749200000.0,348497440000.0
2299.0,4953193000000.0,6475836000000.0,1641025600000.0,29032940000.0,2407521300000.0,347576600000.0
2300.0,4970450000000.0,6513608400000.0,1639058500000.0,28596374000.0,2402840200000.0,345819800000.0
