time,CSIRO-MK3-6-0,CCSM4,MPI-ESM-LR
2076.0,23428378000000.0,23340980000000.0,22439866000000.0
2077.0,23304497000000.0,23286482000000.0,22284910000000.0
2078.0,23261528000000.0,23203080000000.0,22185725000000.0
2079.0,23091088000000.0,23101589000000.0,22042353000000.0
2080.0,22948670000000.0,22915347000000.0,21903765000000.0
2081.0,22877600000000.0,22848544000000.0,21771984000000.0
2082.0,22769505000000.0,22760667000000.0,21661309000000.0
2083.0,22677648000000.0,22716218000000.0,21530308000000.0
2084.0,22474041000000.0,22630837000000.0,21383222000000.0
2085.0,22307651000000.0,22506669000000.0,21187999000000.0
2086.0,22183376000000.0,22410282000000.0,21067523000000.0
2087.0,22070044000000.0,22249080000000.0,20930504000000.0
2088.0,21990981000000.0,22089357000000.0,20749121000000.0
2089.0,21877181000000.0,21927442000000.0,20592294000000.0
2090.0,21695016000000.0,21737030000000.0,20445011000000.0
2091.0,21437794000000.0,21486850000000.0,20329368000000.0
2092.0,21263899000000.0,21346923000000.0,20179457000000.0
2093.0,21108720000000.0,21249490000000.0,20065198000000.0
2094.0,20900523000000.0,21099018000000.0,19946415000000.0
2095.0,20826886000000.0,20946480000000.0,19753160000000.0
2096.0,20667924000000.0,20774186000000.0,19569786000000.0
2097.0,20515668000000.0,20687912000000.0,19437180000000.0
2098.0,20397989000000.0,20552417000000.0,19310311000000.0
2099.0,20325283000000.0,20350866000000.0,19164347000000.0
2100.0,20178404000000.0,20208287000000.0,19030604000000.0
2101.0,19893110000000.0,20074415000000.0,18909403000000.0
2102.0,19796173000000.0,19880294000000.0,18770874000000.0
2103.0,19614017000000.0,19794747000000.0,18613568000000.0
2104.0,19430709000000.0,19698435000000.0,18496580000000.0
2105.0,19257421000000.0,19573751000000.0,18375010000000.0
2106.0,19022293000000.0,19403860000000.0,18210536000000.0
2107.0,18715903000000.0,19208460000000.0,18074267000000.0
2108.0,18545962000000.0,18970820000000.0,17911073000000.0
2109.0,18355914000000.0,18747990000000.0,17801975000000.0
2110.0,18200352000000.0,18582790000000.0,17645626000000.0
2111.0,17988405000000.0,18492650000000.0,17481745000000.0
2112.0,17700487000000.0,18351920000000.0,17322744000000.0
2113.0,17445135000000.0,18277210000000.0,17125803000000.0
2114.0,17134572000000.0,18179187000000.0,16938107000000.0
2115.0,16934470000000.0,17962417000000.0,16763786000000.0
2116.0,16718551000000.0,17864298000000.0,16604393000000.0
2117.0,16474041000000.0,17676104000000.0,16448879000000.0
2118.0,16280544000000.0,17481806000000.0,16281579000000.0
2119.0,16094663000000.0,17278583000000.0,16155758000000.0
2120.0,15903171000000.0,17143703000000.0,15994797000000.0
2121.0,15669836000000.0,17000064000000.0,15866992000000.0
2122.0,15498374000000.0,16888153000000.0,15717026000000.0
2123.0,15365657000000.0,16708509000000.0,15537681000000.0
2124.0,15226183000000.0,16630783000000.0,15384949000000.0
2125.0,14955406000000.0,16565864000000.0,15244027000000.0
2126.0,14796200000000.0,16417204000000.0,15103114000000.0
2127.0,14513463000000.0,16295922000000.0,14955389000000.0
2128.0,14351641000000.0,16116290000000.0,14800835000000.0
2129.0,14037869000000.0,15969839000000.0,14660840000000.0
2130.0,13760607000000.0,15886715000000.0,14492129000000.0
2131.0,13479537000000.0,15622722000000.0,14320049000000.0
2132.0,13294527000000.0,15486564000000.0,14196224000000.0
2133.0,13100467000000.0,15330977000000.0,14087133000000.0
2134.0,12939703000000.0,15184376000000.0,13909101000000.0
2135.0,12825627000000.0,15034978000000.0,13768924000000.0
2136.0,12594640000000.0,14841115000000.0,13625535000000.0
2137.0,12376153000000.0,14687505000000.0,13450290000000.0
2138.0,12104834000000.0,14453353000000.0,13274693000000.0
2139.0,11822625000000.0,14283650000000.0,13141651000000.0
2140.0,11596388000000.0,14135589000000.0,12974828000000.0
2141.0,11293689000000.0,14026695000000.0,12806166000000.0
2142.0,11080242000000.0,13901768000000.0,12663663000000.0
2143.0,10870546000000.0,13764532000000.0,12512800000000.0
2144.0,10687298000000.0,13632290000000.0,12372948000000.0
2145.0,10394337000000.0,13410673000000.0,12223202000000.0
2146.0,10161174000000.0,13204245000000.0,12073506000000.0
2147.0,10018088000000.0,13035700000000.0,11942734000000.0
2148.0,9749605000000.0,12863829000000.0,11783102000000.0
2149.0,9571361000000.0,12739912000000.0,11650643000000.0
2150.0,9288969000000.0,12662923000000.0,11523788000000.0
2151.0,9045373000000.0,12463889000000.0,11406011000000.0
2152.0,8788688000000.0,12351559000000.0,11274940000000.0
2153.0,8455342000000.0,12268554000000.0,11136672000000.0
2154.0,8214284300000.0,12024189000000.0,11023897000000.0
2155.0,7969691000000.0,11967032000000.0,10879208000000.0
2156.0,7778781000000.0,11785715000000.0,10764475000000.0
2157.0,7577751500000.0,11633396000000.0,10642292000000.0
2158.0,7371371000000.0,11475646000000.0,10531527000000.0
2159.0,7175650400000.0,11310815000000.0,10387272000000.0
2160.0,6908835500000.0,11169875000000.0,10248650000000.0
2161.0,6663757000000.0,11071858000000.0,10128471000000.0
2162.0,6409477000000.0,10929251000000.0,10006100000000.0
2163.0,6185747000000.0,10890580000000.0,9899974000000.0
2164.0,5899888000000.0,10816459000000.0,9786548000000.0
2165.0,5728963000000.0,10691001000000.0,9657630000000.0
2166.0,5432182600000.0,10586787000000.0,9530139000000.0
2167.0,5146579000000.0,10502626000000.0,9436246000000.0
2168.0,4947108000000.0,10307467000000.0,9316489000000.0
2169.0,4739341000000.0,10176611000000.0,9189146000000.0
2170.0,4521581300000.0,10032228000000.0,9077468000000.0
2171.0,4299640000000.0,9890520000000.0,8971703000000.0
2172.0,4114371000000.0,9717906000000.0,8894072000000.0
2173.0,3924522700000.0,9564449000000.0,8800619000000.0
2174.0,3694329300000.0,9394500000000.0,8694161000000.0
2175.0,3462796000000.0,9260698000000.0,8615136000000.0
2176.0,3266723000000.0,9179350000000.0,8511867000000.0
2177.0,3070940700000.0,9031377000000.0,8427383300000.0
2178.0,2891139300000.0,8929080000000.0,8336044000000.0
2179.0,2704738600000.0,8810718000000.0,8226810600000.0
2180.0,2533485200000.0,8662476700000.0,8146788500000.0
2181.0,2394822000000.0,8517941500000.0,8065061000000.0
2182.0,2210786000000.0,8365001000000.0,7982773000000.0
2183.0,2042598400000.0,8239386700000.0,7914874500000.0
2184.0,1897490000000.0,8099408000000.0,7845067600000.0
2185.0,1761961800000.0,7945879300000.0,7773742000000.0
2186.0,1583636000000.0,7815929000000.0,7690357600000.0
2187.0,1430776300000.0,7680529300000.0,7615272000000.0
2188.0,1315202400000.0,7556294500000.0,7545661400000.0
2189.0,1170940400000.0,7421446000000.0,7471451000000.0
2190.0,1053358600000.0,7289579000000.0,7391102400000.0
2191.0,954477250000.0,7221200000000.0,7309590300000.0
2192.0,836106000000.0,7076714000000.0,7260694000000.0
2193.0,723664630000.0,6919915000000.0,7169307000000.0
2194.0,619838050000.0,6785125600000.0,7096969000000.0
2195.0,535827640000.0,6627543000000.0,7037420300000.0
2196.0,461039170000.0,6503537300000.0,6977905000000.0
2197.0,389367300000.0,6377214300000.0,6915103400000.0
2198.0,329507830000.0,6268816000000.0,6875013700000.0
2199.0,269212580000.0,6178523000000.0,6832642300000.0
2200.0,219869900000.0,6039088400000.0,6777113000000.0
2201.0,179992120000.0,5955648500000.0,6723255000000.0
2202.0,148701380000.0,5877382000000.0,6664933600000.0
2203.0,122438030000.0,5753161600000.0,6604966600000.0
2204.0,99529376000.0,5661252400000.0,6542267000000.0
2205.0,82502476000.0,5576826000000.0,6492463000000.0
2206.0,67886703000.0,5477707000000.0,6435068000000.0
2207.0,54290465000.0,5331282300000.0,6384612000000.0
2208.0,44018184000.0,5197421000000.0,6334876000000.0
2209.0,35372315000.0,5089636400000.0,6289138000000.0
2210.0,29058140000.0,4991654000000.0,6248808300000.0
2211.0,22231046000.0,4912401400000.0,6208690000000.0
2212.0,17602417000.0,4838212000000.0,6166830000000.0
2213.0,13720667000.0,4744419000000.0,6118694000000.0
2214.0,10695356000.0,4664385000000.0,6082634000000.0
2215.0,8419150300.0,4542551000000.0,6033218000000.0
2216.0,6888340000.0,4445708000000.0,6010219500000.0
2217.0,5606962700.0,4369691400000.0,5980784400000.0
2218.0,4726447000.0,4288228400000.0,5944676000000.0
2219.0,3817901600.0,4188512500000.0,5914232000000.0
2220.0,3237345300.0,4112664800000.0,5891351400000.0
2221.0,2512682200.0,4019901200000.0,5847261400000.0
2222.0,1596228000.0,3957604200000.0,5818598000000.0
2223.0,894388400.0,3901221500000.0,5794782000000.0
2224.0,480792770.0,3824198400000.0,5763562500000.0
2225.0,265870350.0,3748134600000.0,5741890500000.0
2226.0,174124130.0,3659260000000.0,5709167000000.0
2227.0,146120510.0,3565560000000.0,5686656000000.0
2228.0,129710504.0,3491064200000.0,5667589500000.0
2229.0,120196216.0,3403833400000.0,5638908300000.0
2230.0,102652550.0,3308039400000.0,5611828000000.0
2231.0,86106270.0,3224582500000.0,5592645000000.0
2232.0,79345550.0,3182118300000.0,5576594600000.0
2233.0,82174184.0,3113340400000.0,5556254300000.0
2234.0,73740104.0,3038342300000.0,5526003000000.0
2235.0,70804540.0,2959552800000.0,5504392000000.0
2236.0,70535440.0,2857172000000.0,5492043700000.0
2237.0,65644460.0,2779224200000.0,5464983000000.0
2238.0,61717588.0,2692790000000.0,5440047400000.0
2239.0,55338236.0,2631359800000.0,5417595000000.0
2240.0,52172120.0,2572439500000.0,5410057600000.0
2241.0,50176892.0,2498259800000.0,5395473500000.0
2242.0,40860748.0,2442797000000.0,5380374500000.0
2243.0,29495630.0,2375954000000.0,5367297700000.0
2244.0,26463630.0,2311597600000.0,5348769400000.0
2245.0,24281384.0,2241921300000.0,5339156000000.0
2246.0,22533534.0,2203785400000.0,5336004000000.0
2247.0,22242944.0,2144417100000.0,5326446300000.0
2248.0,22353022.0,2077027900000.0,5303993600000.0
2249.0,19077936.0,2019959200000.0,5291399700000.0
2250.0,16880498.0,1968187000000.0,5287281000000.0
2251.0,14955387.0,1915930400000.0,5281621700000.0
2252.0,13271932.0,1848015700000.0,5274768000000.0
2253.0,13031258.0,1796500100000.0,5264441300000.0
2254.0,12167190.0,1744459800000.0,5250828700000.0
2255.0,11604914.0,1677479600000.0,5239046400000.0
2256.0,8442868.0,1627341300000.0,5239432300000.0
2257.0,6372018.0,1581634000000.0,5236189000000.0
2258.0,7056001.0,1544520200000.0,5220149000000.0
2259.0,5783394.0,1492233900000.0,5210900500000.0
2260.0,5738851.5,1452475800000.0,5198295000000.0
2261.0,5281048.0,1417228200000.0,5196208000000.0
2262.0,5310336.0,1378669700000.0,5177578400000.0
2263.0,4895002.0,1331505700000.0,5161162400000.0
2264.0,4823330.0,1297214300000.0,5153916000000.0
2265.0,4719500.5,1238655600000.0,5147224700000.0
2266.0,4419264.5,1204698100000.0,5129113000000.0
2267.0,4258034.5,1152503800000.0,5125283000000.0
2268.0,4190088.2,1111462200000.0,5124327500000.0
2269.0,4108892.0,1080112400000.0,5111835300000.0
2270.0,3687608.2,1048535800000.0,5106712000000.0
2271.0,3255041.2,1004142200000.0,5092506300000.0
2272.0,3084161.2,965886600000.0,5086304000000.0
2273.0,3158336.0,926739660000.0,5074466600000.0
2274.0,3205961.5,894773950000.0,5074547400000.0
2275.0,3332607.5,835384250000.0,5068783400000.0
2276.0,3166720.0,798216750000.0,5062967000000.0
2277.0,3126496.8,768489100000.0,5055620600000.0
2278.0,3205808.5,741516600000.0,5050003400000.0
2279.0,3116602.2,710746700000.0,5053757000000.0
2280.0,3156530.8,687088000000.0,5045635500000.0
2281.0,3223313.8,665282300000.0,5036169000000.0
2282.0,3194462.2,635751400000.0,5040119000000.0
2283.0,3172425.5,608278000000.0,5032403500000.0
2284.0,3175667.0,585821600000.0,5030283300000.0
2285.0,3166048.5,561967000000.0,5026754000000.0
2286.0,3129924.5,533497100000.0,5018524000000.0
2287.0,3113196.2,511353950000.0,5019451500000.0
2288.0,3074360.8,490460020000.0,5018140000000.0
2289.0,3049244.2,472513500000.0,5023394000000.0
2290.0,3049100.2,453514330000.0,5019188300000.0
2291.0,2880806.2,437526170000.0,5021620500000.0
2292.0,2957374.0,417323970000.0,5018000000000.0
2293.0,2964087.0,399401900000.0,5018008700000.0
2294.0,3037635.8,387754400000.0,5014592000000.0
2295.0,3085674.5,374230480000.0,5011884000000.0
2296.0,3068730.8,359373930000.0,5014305600000.0
2297.0,3062194.2,340069400000.0,5008596000000.0
2298.0,3109292.2,322181730000.0,5009200600000.0
2299.0,3094942.8,309163600000.0,5006454000000.0
2300.0,3054426.0,297899820000.0,5010026400000.0
