time,CANESM5,FGOALS-F3-L,IPSL-CM6A-LR,BCC-CSM2-MR,ACCESS-CM2,CESM2,NORESM2-MM,MPI-ESM1-2-HR,GFDL-ESM4,EC-EARTH3,INM-CM5-0,INM-CM4-8,CAMS-CSM1-0,TAIESM1,CESM2-WACCM,MRI-ESM2-0,EC-EARTH3-VEG,ACCESS-ESM1-5,CMCC-CM2-SR5
2086.0,453193170000.0,1498647900000.0,1802954600000.0,1889569000000.0,1497678700000.0,1959830500000.0,2399453300000.0,2243228000000.0,2252228800000.0,1009417900000.0,1839397900000.0,1790478900000.0,1946594800000.0,1145899800000.0,1958130700000.0,1765242700000.0,1388588800000.0,2256199500000.0,1205784000000.0
2087.0,419289370000.0,1456951500000.0,1774330700000.0,1861347600000.0,1458344400000.0,1925905100000.0,2371445300000.0,2225896700000.0,2237741400000.0,962913960000.0,1816853300000.0,1771328500000.0,1921903400000.0,1120197400000.0,1930088700000.0,1746396300000.0,1340901200000.0,2225282500000.0,1164441600000.0
2088.0,386792160000.0,1416902200000.0,1742502800000.0,1843817700000.0,1421839800000.0,1892911300000.0,2342695500000.0,2206959400000.0,2215818600000.0,914493150000.0,1790790200000.0,1751690000000.0,1894064000000.0,1094798100000.0,1893556700000.0,1725410400000.0,1293633200000.0,2190508600000.0,1129313300000.0
2089.0,353373000000.0,1377874900000.0,1716265700000.0,1829216600000.0,1392771500000.0,1863579300000.0,2311068600000.0,2185564500000.0,2195821700000.0,879309200000.0,1767818000000.0,1728739100000.0,1879149800000.0,1071078000000.0,1866128600000.0,1699390700000.0,1244180900000.0,2140701600000.0,1089313440000.0
2090.0,322218100000.0,1346131600000.0,1690395300000.0,1817171700000.0,1355157300000.0,1831117700000.0,2276188000000.0,2170546600000.0,2177757300000.0,841326900000.0,1743824000000.0,1702451700000.0,1861011900000.0,1047576250000.0,1832576500000.0,1677110400000.0,1204866100000.0,2107351400000.0,1048203950000.0
2091.0,293483940000.0,1312373100000.0,1657088000000.0,1793107200000.0,1315328900000.0,1798141500000.0,2232920800000.0,2151354700000.0,2158002700000.0,797516500000.0,1714641200000.0,1678532000000.0,1846706800000.0,1024608000000.0,1796833000000.0,1654738000000.0,1159347300000.0,2092739600000.0,1011692860000.0
2092.0,267713220000.0,1280184200000.0,1618380200000.0,1764951000000.0,1283055800000.0,1754903900000.0,2197711600000.0,2133354500000.0,2133746100000.0,755016100000.0,1695774500000.0,1655306000000.0,1832032300000.0,1003509450000.0,1758056700000.0,1631641700000.0,1114527000000.0,2063740700000.0,975653200000.0
2093.0,242270180000.0,1246004600000.0,1579149200000.0,1748252800000.0,1253735300000.0,1722652300000.0,2170736100000.0,2118799200000.0,2101158000000.0,719881440000.0,1676449000000.0,1635510100000.0,1820503800000.0,980940500000.0,1719780600000.0,1607518100000.0,1073812400000.0,2028672900000.0,943114200000.0
2094.0,218278100000.0,1218152500000.0,1548962500000.0,1715811900000.0,1220612800000.0,1697192300000.0,2143282400000.0,2104235500000.0,2071416700000.0,685499740000.0,1651223600000.0,1609045900000.0,1798326500000.0,959794300000.0,1683569600000.0,1596338500000.0,1031309500000.0,1997474600000.0,905020300000.0
2095.0,193099370000.0,1189502800000.0,1515160900000.0,1690629800000.0,1183888600000.0,1668147200000.0,2110928800000.0,2088447900000.0,2045732300000.0,650575740000.0,1625548900000.0,1579370000000.0,1779695900000.0,942742800000.0,1653925900000.0,1575663700000.0,985917160000.0,1956884100000.0,869749400000.0
2096.0,172059750000.0,1153862700000.0,1477396900000.0,1676195300000.0,1146225200000.0,1643387800000.0,2086505400000.0,2071571200000.0,2021203100000.0,609982300000.0,1596950800000.0,1558561200000.0,1763281100000.0,919138000000.0,1619424700000.0,1562605900000.0,941408000000.0,1915283300000.0,832584350000.0
2097.0,151493700000.0,1128798100000.0,1440143000000.0,1658830300000.0,1109490800000.0,1616086400000.0,2055296100000.0,2056757700000.0,1994031500000.0,572071350000.0,1572469300000.0,1537647700000.0,1743177500000.0,895906800000.0,1582419500000.0,1544787500000.0,901518300000.0,1877386100000.0,792646250000.0
2098.0,131173350000.0,1101926400000.0,1410608700000.0,1631135700000.0,1080420660000.0,1588273500000.0,2023721900000.0,2042013800000.0,1963615200000.0,539150250000.0,1548809400000.0,1515129900000.0,1719348900000.0,874070540000.0,1538061000000.0,1521849600000.0,858247600000.0,1831605600000.0,746613600000.0
2099.0,111495560000.0,1074360600000.0,1377452000000.0,1614650000000.0,1040295600000.0,1564379600000.0,1992845000000.0,2024388400000.0,1937838700000.0,506370400000.0,1525520300000.0,1494171600000.0,1691785500000.0,855273240000.0,1495873400000.0,1501491000000.0,814174100000.0,1799961400000.0,707863500000.0
2100.0,94386620000.0,1045986340000.0,1341258700000.0,1596295900000.0,1006943540000.0,1534327300000.0,1962698500000.0,2007285000000.0,1913078400000.0,473993450000.0,1502842800000.0,1469217200000.0,1666176100000.0,831520800000.0,1458744200000.0,1485507700000.0,765095600000.0,1757363700000.0,668951500000.0
