time,MPI-ESM-LR,CCSM4,CSIRO-MK3-6-0
2100.0,30742193000000.0,19891320000000.0,18003238000000.0
2101.0,30475980000000.0,19342482000000.0,17394380000000.0
2102.0,30083780000000.0,18644944000000.0,16804594000000.0
2103.0,29773277000000.0,18127042000000.0,16232149000000.0
2104.0,29508153000000.0,17516638000000.0,15621328000000.0
2105.0,29119927000000.0,16751674000000.0,15050078000000.0
2106.0,28858028000000.0,16233235000000.0,14557068000000.0
2107.0,28569286000000.0,15694979000000.0,14033721000000.0
2108.0,28244273000000.0,15205837000000.0,13528833000000.0
2109.0,27851152000000.0,14632623000000.0,13039295000000.0
2110.0,27440183000000.0,14140487000000.0,12588574000000.0
2111.0,26943322000000.0,13527401000000.0,12069403000000.0
2112.0,26530778000000.0,13033022000000.0,11564578000000.0
2113.0,26068986000000.0,12665742000000.0,11129271000000.0
2114.0,25729330000000.0,12195650000000.0,10723075000000.0
2115.0,25397658000000.0,11735201000000.0,10295133000000.0
2116.0,25080766000000.0,11319237000000.0,9968152000000.0
2117.0,24699059000000.0,10934131000000.0,9578349000000.0
2118.0,24298810000000.0,10525905000000.0,9242703000000.0
2119.0,23922903000000.0,10174386000000.0,8935822000000.0
2120.0,23543360000000.0,9878278000000.0,8642840500000.0
2121.0,23015480000000.0,9584982000000.0,8291633600000.0
2122.0,22598550000000.0,9207222000000.0,7957246400000.0
2123.0,22125948000000.0,8935458000000.0,7655027000000.0
2124.0,21678078000000.0,8676161000000.0,7333091500000.0
2125.0,21199462000000.0,8354559000000.0,7058872000000.0
2126.0,20744906000000.0,7996440000000.0,6772637000000.0
2127.0,20358390000000.0,7711975000000.0,6501639400000.0
2128.0,19849271000000.0,7416981000000.0,6239851400000.0
2129.0,19452860000000.0,7100399000000.0,6016892700000.0
2130.0,19026214000000.0,6835795400000.0,5781998500000.0
2131.0,18646483000000.0,6596374000000.0,5515119700000.0
2132.0,18207325000000.0,6354480000000.0,5278205000000.0
2133.0,17781559000000.0,6132092000000.0,5069726500000.0
2134.0,17366390000000.0,5915767500000.0,4836947400000.0
2135.0,16954807000000.0,5695860600000.0,4611408700000.0
2136.0,16583537000000.0,5411503000000.0,4404697600000.0
2137.0,16243469000000.0,5169098500000.0,4215146800000.0
2138.0,15955897000000.0,4934951500000.0,4026924500000.0
2139.0,15566098000000.0,4695164700000.0,3858705700000.0
2140.0,15214691000000.0,4502750500000.0,3717180000000.0
2141.0,14901922000000.0,4321346300000.0,3562302300000.0
2142.0,14606631000000.0,4154277200000.0,3403646200000.0
2143.0,14199352000000.0,3955092400000.0,3255406000000.0
2144.0,13789154000000.0,3761716600000.0,3091497000000.0
2145.0,13448823000000.0,3578679500000.0,2927132700000.0
2146.0,13108284000000.0,3417996800000.0,2764253200000.0
2147.0,12785195000000.0,3224422300000.0,2612895000000.0
2148.0,12447277000000.0,3082631500000.0,2493015000000.0
2149.0,12141064000000.0,2913284700000.0,2352581700000.0
2150.0,11892326000000.0,2758966000000.0,2227484200000.0
2151.0,11556668000000.0,2626549000000.0,2083093200000.0
2152.0,11187158000000.0,2465005800000.0,1957008000000.0
2153.0,10809621000000.0,2333607700000.0,1866847400000.0
2154.0,10478138000000.0,2223411600000.0,1782360400000.0
2155.0,10210105000000.0,2120509600000.0,1679003500000.0
2156.0,9994993000000.0,2006502100000.0,1592277200000.0
2157.0,9742747000000.0,1887079500000.0,1509550500000.0
2158.0,9472779000000.0,1779752500000.0,1437506300000.0
2159.0,9170517000000.0,1696520200000.0,1357511300000.0
2160.0,8948839000000.0,1592080300000.0,1282011400000.0
2161.0,8714588000000.0,1494998500000.0,1209239200000.0
2162.0,8503339000000.0,1407707900000.0,1141207000000.0
2163.0,8265869600000.0,1318703500000.0,1080874040000.0
2164.0,8055041300000.0,1241676300000.0,1021665540000.0
2165.0,7830315000000.0,1171173700000.0,957721000000.0
2166.0,7605800000000.0,1104173900000.0,911565100000.0
2167.0,7381443000000.0,1044014370000.0,865653000000.0
2168.0,7167427500000.0,991843250000.0,822927750000.0
2169.0,6951573400000.0,940620000000.0,788430800000.0
2170.0,6742942000000.0,885247440000.0,753101700000.0
2171.0,6588061000000.0,833827700000.0,722254400000.0
2172.0,6441046400000.0,786791460000.0,700368200000.0
2173.0,6286651000000.0,755519400000.0,681649300000.0
2174.0,6134677600000.0,730848760000.0,656749100000.0
2175.0,6007939000000.0,700886500000.0,632288050000.0
2176.0,5871404000000.0,675393040000.0,614241140000.0
2177.0,5743413600000.0,640618000000.0,597105840000.0
2178.0,5606819000000.0,611838000000.0,582851760000.0
2179.0,5457876000000.0,584598550000.0,565206250000.0
2180.0,5296992000000.0,554838900000.0,541187640000.0
2181.0,5146498600000.0,534894580000.0,525146520000.0
2182.0,5017545700000.0,516906450000.0,513261730000.0
2183.0,4872076300000.0,496468950000.0,501611700000.0
2184.0,4748846600000.0,475629680000.0,492969260000.0
2185.0,4628695000000.0,457900130000.0,482217700000.0
2186.0,4506367000000.0,440190730000.0,468473540000.0
2187.0,4388319400000.0,427815270000.0,460031030000.0
2188.0,4254718000000.0,416538700000.0,450557600000.0
2189.0,4127498000000.0,403710200000.0,438297620000.0
2190.0,3998012400000.0,393267350000.0,428788780000.0
2191.0,3893267500000.0,384495550000.0,415940100000.0
2192.0,3791058000000.0,376450500000.0,404251800000.0
2193.0,3701971400000.0,369974900000.0,394046640000.0
2194.0,3602265400000.0,362705850000.0,385703180000.0
2195.0,3507272300000.0,355415600000.0,377729500000.0
2196.0,3397438100000.0,350104350000.0,368070950000.0
2197.0,3274002000000.0,343218600000.0,359954780000.0
2198.0,3207222500000.0,340390380000.0,351710380000.0
2199.0,3115022300000.0,334295660000.0,342841130000.0
2200.0,3024273000000.0,326406080000.0,333868730000.0
2201.0,2945991300000.0,318671780000.0,323811200000.0
2202.0,2863013300000.0,311385400000.0,314177360000.0
2203.0,2788313800000.0,304305080000.0,306423400000.0
2204.0,2707817800000.0,296377480000.0,298165340000.0
2205.0,2651206500000.0,291642770000.0,290445000000.0
2206.0,2592324200000.0,285942550000.0,285169650000.0
2207.0,2537487600000.0,276152030000.0,280855580000.0
2208.0,2467144100000.0,272354540000.0,275169570000.0
2209.0,2388302200000.0,266668980000.0,269971470000.0
2210.0,2331439500000.0,259057350000.0,265906130000.0
2211.0,2282514300000.0,254573580000.0,260652580000.0
2212.0,2233925000000.0,250848080000.0,254675440000.0
2213.0,2175339500000.0,247622710000.0,247346320000.0
2214.0,2123243000000.0,243630060000.0,240526720000.0
2215.0,2084824200000.0,238904250000.0,234127720000.0
2216.0,2041017000000.0,234874520000.0,227791270000.0
2217.0,1999457600000.0,232859660000.0,222786860000.0
2218.0,1947911300000.0,230521300000.0,216781390000.0
2219.0,1898654900000.0,225546080000.0,210780160000.0
2220.0,1856831500000.0,222427460000.0,204520130000.0
2221.0,1817670300000.0,219871440000.0,199507980000.0
2222.0,1780310600000.0,215786880000.0,194414530000.0
2223.0,1745618300000.0,212263010000.0,188602420000.0
2224.0,1721076400000.0,209360950000.0,183185800000.0
2225.0,1690843100000.0,205119540000.0,179204550000.0
2226.0,1662581300000.0,201478800000.0,174980890000.0
2227.0,1638506400000.0,199159430000.0,170751570000.0
2228.0,1610968500000.0,196992990000.0,165254350000.0
2229.0,1589417200000.0,194873460000.0,159812630000.0
2230.0,1568168300000.0,190725210000.0,156227860000.0
2231.0,1545922200000.0,188155080000.0,152473710000.0
2232.0,1529462700000.0,186067470000.0,148028440000.0
2233.0,1508009600000.0,183550920000.0,144474880000.0
2234.0,1492830000000.0,181965080000.0,140789450000.0
2235.0,1475042000000.0,178922320000.0,137373980000.0
2236.0,1462712900000.0,176016310000.0,134349880000.0
2237.0,1449512800000.0,173188370000.0,131284190000.0
2238.0,1437783800000.0,169878550000.0,126763320000.0
2239.0,1424435700000.0,167079840000.0,123219080000.0
2240.0,1412579200000.0,165292240000.0,119381795000.0
2241.0,1395211500000.0,162824370000.0,116117310000.0
2242.0,1382078600000.0,162125730000.0,113576990000.0
2243.0,1369280600000.0,159620920000.0,110980470000.0
2244.0,1355869700000.0,158085200000.0,108051850000.0
2245.0,1343871500000.0,155877300000.0,104727600000.0
2246.0,1329670900000.0,154486920000.0,100852580000.0
2247.0,1321027800000.0,152078800000.0,97885280000.0
2248.0,1309000200000.0,149864860000.0,95011420000.0
2249.0,1294765000000.0,148853590000.0,92493000000.0
2250.0,1283235400000.0,146832280000.0,90061340000.0
2251.0,1272952800000.0,146261380000.0,87425230000.0
2252.0,1261310800000.0,145511830000.0,84956480000.0
2253.0,1251956600000.0,143994110000.0,83245290000.0
2254.0,1241358100000.0,141963410000.0,80942010000.0
2255.0,1231908800000.0,140800000000.0,77694026000.0
2256.0,1226937200000.0,139096110000.0,75000620000.0
2257.0,1214580900000.0,137419130000.0,72893590000.0
2258.0,1203716800000.0,136670260000.0,70847920000.0
2259.0,1193778300000.0,135205315000.0,69338790000.0
2260.0,1185973100000.0,134114950000.0,67284263000.0
2261.0,1177060800000.0,132024990000.0,65661820000.0
2262.0,1174199200000.0,130970395000.0,64211880000.0
2263.0,1165155400000.0,129755190000.0,63097565000.0
2264.0,1158164300000.0,129144775000.0,62490550000.0
2265.0,1151281700000.0,128283410000.0,61651067000.0
2266.0,1142557500000.0,126914280000.0,60319674000.0
2267.0,1132796400000.0,126483956000.0,59169440000.0
2268.0,1121934200000.0,125244840000.0,58302520000.0
2269.0,1115588000000.0,124054250000.0,57456234000.0
2270.0,1107174500000.0,122388130000.0,56916930000.0
2271.0,1102825400000.0,121085436000.0,56152887000.0
2272.0,1094939050000.0,119826920000.0,55560536000.0
2273.0,1088421360000.0,118176900000.0,54619767000.0
2274.0,1083231800000.0,116818480000.0,54845833000.0
2275.0,1075589800000.0,115222820000.0,53809290000.0
2276.0,1069061240000.0,114845330000.0,53121974000.0
2277.0,1065041130000.0,114457700000.0,52504457000.0
2278.0,1058810200000.0,113333395000.0,52230402000.0
2279.0,1051709400000.0,112599590000.0,51581420000.0
2280.0,1048224330000.0,111491200000.0,51074960000.0
2281.0,1041688700000.0,109536760000.0,50892837000.0
2282.0,1036843350000.0,109036920000.0,50769273000.0
2283.0,1032242800000.0,109493860000.0,50381623000.0
2284.0,1028492750000.0,108453175000.0,50089910000.0
2285.0,1023648400000.0,107414550000.0,49458102000.0
2286.0,1018719500000.0,105932644000.0,48791270000.0
2287.0,1017066400000.0,104509590000.0,47388082000.0
2288.0,1016896950000.0,103314825000.0,46360150000.0
2289.0,1012164460000.0,102771480000.0,46014010000.0
2290.0,1009132100000.0,102151190000.0,45104970000.0
2291.0,1007077900000.0,101473330000.0,44477465000.0
2292.0,1002890700000.0,101182050000.0,44005577000.0
2293.0,997640200000.0,100854800000.0,43539755000.0
2294.0,996009250000.0,100032635000.0,42846347000.0
2295.0,995742250000.0,99738575000.0,42176946000.0
2296.0,993415800000.0,98638660000.0,41313790000.0
2297.0,994197900000.0,98083900000.0,40477680000.0
2298.0,990107600000.0,97984110000.0,39794560000.0
2299.0,987095560000.0,97610180000.0,38805370000.0
2300.0,984107900000.0,97709105000.0,38248150000.0
