time,CESM2-WACCM,ACCESS-CM2,CANESM5,IPSL-CM6A-LR,MRI-ESM2-0,ACCESS-ESM1-5
2274.0,144308540000.0,208369900000.0,136961380000.0,347900540000.0,238290120000.0,321681720000.0
2275.0,144025620000.0,206671950000.0,136022810000.0,346452430000.0,236812570000.0,322379150000.0
2276.0,141879850000.0,206739160000.0,135734970000.0,341823000000.0,236239930000.0,321395650000.0
2277.0,141767030000.0,203863900000.0,134554760000.0,339275900000.0,235403460000.0,319556980000.0
2278.0,140974960000.0,201844460000.0,133857710000.0,336439180000.0,234439800000.0,315888300000.0
2279.0,140084150000.0,200510390000.0,133236240000.0,335370060000.0,234195000000.0,311854300000.0
2280.0,139089020000.0,199430340000.0,132872675000.0,333605930000.0,231924400000.0,309901900000.0
2281.0,138337900000.0,199167120000.0,131858145000.0,332234400000.0,232078540000.0,309008920000.0
2282.0,138295970000.0,197994070000.0,131177620000.0,331620550000.0,229294240000.0,307800380000.0
2283.0,137201164000.0,196483700000.0,130277490000.0,329728030000.0,226364360000.0,305906350000.0
2284.0,136707916000.0,195698260000.0,129499970000.0,326956150000.0,226244620000.0,303523950000.0
2285.0,136834090000.0,192857210000.0,129493860000.0,326920630000.0,225652640000.0,300748700000.0
2286.0,135875440000.0,192100960000.0,129153580000.0,326962280000.0,225915580000.0,298983980000.0
2287.0,135421846000.0,191391990000.0,129680720000.0,326064830000.0,226844740000.0,295967560000.0
2288.0,134547690000.0,192719110000.0,128583820000.0,324558060000.0,224984100000.0,294066780000.0
2289.0,134021360000.0,192874860000.0,127836980000.0,325453840000.0,224732640000.0,293024400000.0
2290.0,134122650000.0,194219470000.0,126900530000.0,323410300000.0,223708320000.0,291195800000.0
2291.0,133370790000.0,194069660000.0,126289990000.0,323820750000.0,222554080000.0,290725720000.0
2292.0,133196956000.0,192120440000.0,125033230000.0,322784030000.0,221014570000.0,291382620000.0
2293.0,132449620000.0,191072710000.0,123622750000.0,320374100000.0,219234840000.0,288141440000.0
2294.0,132362200000.0,189731440000.0,123276845000.0,320695100000.0,216368370000.0,285779430000.0
2295.0,131142525000.0,189578660000.0,122693520000.0,319578050000.0,214201070000.0,286111470000.0
2296.0,129936940000.0,188708770000.0,121848930000.0,317881100000.0,212564380000.0,285533540000.0
2297.0,129276445000.0,186764200000.0,120760080000.0,316992650000.0,210117840000.0,283896220000.0
2298.0,129110730000.0,185305990000.0,119683285000.0,315929660000.0,207386500000.0,280399250000.0
2299.0,129466380000.0,183263920000.0,118664330000.0,314697840000.0,206040220000.0,276583580000.0
2300.0,129007346000.0,181327740000.0,117443470000.0,315248540000.0,203053470000.0,273276190000.0
