time,IPSL-CM6A-LR,ACCESS-ESM1-5,ACCESS-CM2,CANESM5,MRI-ESM2-0,CESM2-WACCM
2261.0,3960713800000.0,5477072600000.0,6209309000000.0,1471266300000.0,6763451500000.0,6766477700000.0
2262.0,3956266800000.0,5468882700000.0,6178017400000.0,1464136900000.0,6771085000000.0,6759271000000.0
2263.0,3947378000000.0,5464659000000.0,6158919700000.0,1455847200000.0,6764508000000.0,6739156500000.0
2264.0,3936487700000.0,5460109300000.0,6146143300000.0,1451383700000.0,6760667500000.0,6720579400000.0
2265.0,3931009400000.0,5454906000000.0,6109781300000.0,1439471800000.0,6768483000000.0,6709722500000.0
2266.0,3914662000000.0,5444970000000.0,6091109300000.0,1428792700000.0,6777219300000.0,6670012000000.0
2267.0,3908668500000.0,5443177400000.0,6071296500000.0,1423470800000.0,6778737000000.0,6656088300000.0
2268.0,3901984600000.0,5435305000000.0,6044792000000.0,1417219100000.0,6778420500000.0,6631176300000.0
2269.0,3895799800000.0,5423149600000.0,6015348000000.0,1408801800000.0,6774237700000.0,6613468000000.0
2270.0,3890090900000.0,5414275000000.0,6011806500000.0,1399156500000.0,6777926600000.0,6606776000000.0
2271.0,3883539000000.0,5409774500000.0,6014797600000.0,1390053400000.0,6778456600000.0,6592939400000.0
2272.0,3875617400000.0,5407661000000.0,6005369000000.0,1374811200000.0,6778399500000.0,6565452600000.0
2273.0,3867513200000.0,5400309500000.0,6001265000000.0,1368133600000.0,6780978000000.0,6563194500000.0
2274.0,3853149300000.0,5405878500000.0,5967421400000.0,1363659600000.0,6775722500000.0,6537660600000.0
2275.0,3840377000000.0,5395055000000.0,5923053500000.0,1356299400000.0,6780711600000.0,6537761000000.0
2276.0,3832314000000.0,5385967000000.0,5889606500000.0,1345556000000.0,6789590400000.0,6520153000000.0
2277.0,3816599000000.0,5379341000000.0,5875636000000.0,1338429100000.0,6792136000000.0,6506144000000.0
2278.0,3800822200000.0,5369447000000.0,5866495000000.0,1330954200000.0,6793529000000.0,6486953600000.0
2279.0,3792522000000.0,5357742000000.0,5825399000000.0,1323045000000.0,6795095400000.0,6464206300000.0
2280.0,3784185500000.0,5353404000000.0,5820262000000.0,1313281700000.0,6807934000000.0,6451266300000.0
2281.0,3773120400000.0,5327904000000.0,5818530000000.0,1304459600000.0,6805018000000.0,6444684400000.0
2282.0,3765032200000.0,5322270000000.0,5807139000000.0,1295025000000.0,6813495300000.0,6425982500000.0
2283.0,3753572000000.0,5314869500000.0,5806317000000.0,1284887500000.0,6820093000000.0,6413034700000.0
2284.0,3743564700000.0,5311229000000.0,5777067000000.0,1274817500000.0,6822917300000.0,6412685500000.0
2285.0,3735359000000.0,5293520000000.0,5767613000000.0,1267653300000.0,6831574400000.0,6394392600000.0
2286.0,3729863200000.0,5280471000000.0,5748849000000.0,1263061300000.0,6834555000000.0,6359811000000.0
2287.0,3723505400000.0,5257474600000.0,5722909000000.0,1257046000000.0,6838084400000.0,6340101500000.0
2288.0,3710565500000.0,5256112500000.0,5696026300000.0,1251899200000.0,6837888400000.0,6333914400000.0
2289.0,3697481400000.0,5238302400000.0,5675002400000.0,1244779800000.0,6837999500000.0,6323017000000.0
2290.0,3687273700000.0,5230533500000.0,5656325700000.0,1236967600000.0,6843120000000.0,6315601000000.0
2291.0,3674274800000.0,5223352000000.0,5650538600000.0,1224419200000.0,6848455000000.0,6310230000000.0
2292.0,3667712000000.0,5218220000000.0,5649739500000.0,1215606300000.0,6855310000000.0,6293670600000.0
2293.0,3657395600000.0,5212054000000.0,5633203500000.0,1205157400000.0,6850701000000.0,6280533500000.0
2294.0,3647537400000.0,5208326300000.0,5635626000000.0,1197343600000.0,6858548000000.0,6274946700000.0
2295.0,3639050500000.0,5208806500000.0,5627768000000.0,1193283300000.0,6866139000000.0,6265311300000.0
2296.0,3625958000000.0,5194692700000.0,5626584400000.0,1189244400000.0,6861890000000.0,6232133300000.0
2297.0,3610432000000.0,5183667400000.0,5613465600000.0,1183341000000.0,6854995300000.0,6229585000000.0
2298.0,3598465000000.0,5182873000000.0,5605594500000.0,1176253800000.0,6857253500000.0,6223292300000.0
2299.0,3589193600000.0,5176121000000.0,5592290000000.0,1169060800000.0,6854822300000.0,6213490700000.0
2300.0,3577221500000.0,5167882000000.0,5583662500000.0,1165664700000.0,6855680600000.0,6190096400000.0
