time,MPI-ESM1-2-HR,TAIESM1,IPSL-CM6A-LR,GFDL-ESM4,MRI-ESM2-0,CESM2,BCC-CSM2-MR,FGOALS-F3-L,INM-CM5-0,INM-CM4-8,EC-EARTH3,CANESM5,EC-EARTH3-VEG,ACCESS-ESM1-5,ACCESS-CM2,CAMS-CSM1-0,CESM2-WACCM,CMCC-CM2-SR5,NORESM2-MM
2086.0,3037625300000.0,1799974700000.0,2335156700000.0,2754475700000.0,2709829500000.0,2016806800000.0,2238962000000.0,1972614300000.0,2966114300000.0,2974892700000.0,2160802900000.0,1908568200000.0,2032481600000.0,2618883000000.0,1987055800000.0,2929029000000.0,1904287300000.0,2670986500000.0,2600583000000.0
2087.0,3000586000000.0,1758417500000.0,2301284800000.0,2730706300000.0,2678496200000.0,1962221200000.0,2210530300000.0,1937698800000.0,2945352500000.0,2950927000000.0,2121737400000.0,1865823300000.0,1984456800000.0,2571474600000.0,1952945100000.0,2903157800000.0,1861730300000.0,2645574800000.0,2567359200000.0
2088.0,2971049000000.0,1724387400000.0,2265107700000.0,2706217400000.0,2653826300000.0,1909769100000.0,2191959300000.0,1911490200000.0,2920851200000.0,2919380500000.0,2072017800000.0,1817668500000.0,1949741000000.0,2533399200000.0,1918589500000.0,2885870000000.0,1804840900000.0,2619105300000.0,2522694000000.0
2089.0,2938761600000.0,1680027400000.0,2224166500000.0,2676625200000.0,2616459300000.0,1868457200000.0,2160679200000.0,1872338100000.0,2891355000000.0,2885465700000.0,2033467100000.0,1778441400000.0,1913697300000.0,2506935800000.0,1878749300000.0,2854847000000.0,1762952600000.0,2584599000000.0,2484834000000.0
2090.0,2911204500000.0,1645326800000.0,2176241900000.0,2630991500000.0,2594452800000.0,1824434400000.0,2133660300000.0,1818563400000.0,2843911700000.0,2860924300000.0,2005007600000.0,1727280400000.0,1883050900000.0,2483229800000.0,1834486200000.0,2835914200000.0,1711866100000.0,2547242500000.0,2455776500000.0
2091.0,2875613000000.0,1594766100000.0,2133250800000.0,2595137500000.0,2548193000000.0,1779725200000.0,2107382600000.0,1781938900000.0,2820644000000.0,2848527000000.0,1957004800000.0,1675031300000.0,1837708600000.0,2448922800000.0,1787919600000.0,2814625200000.0,1664518000000.0,2508708600000.0,2411720000000.0
2092.0,2845940400000.0,1552336600000.0,2095923900000.0,2572965600000.0,2511977800000.0,1737734500000.0,2081032600000.0,1748763500000.0,2791280200000.0,2830194200000.0,1902509700000.0,1629903900000.0,1800150200000.0,2402860100000.0,1741505600000.0,2779796700000.0,1614147200000.0,2481656200000.0,2382068400000.0
2093.0,2804632300000.0,1513794300000.0,2051790200000.0,2539503700000.0,2471663800000.0,1678702400000.0,2035087400000.0,1706626500000.0,2768512700000.0,2813547000000.0,1864681400000.0,1583660300000.0,1763045900000.0,2378622600000.0,1710368900000.0,2764884400000.0,1559512400000.0,2445363000000.0,2360961000000.0
2094.0,2781021700000.0,1477733600000.0,2011099600000.0,2518944300000.0,2432983000000.0,1627639000000.0,2006665700000.0,1672760800000.0,2744136000000.0,2787435000000.0,1831796200000.0,1542348100000.0,1725256800000.0,2350139600000.0,1666225900000.0,2741039800000.0,1526710400000.0,2415551300000.0,2330702400000.0
2095.0,2747867900000.0,1438622700000.0,1971968700000.0,2496549000000.0,2381497200000.0,1584727500000.0,1973417500000.0,1646938000000.0,2729006300000.0,2761828600000.0,1788584500000.0,1502166400000.0,1686729500000.0,2297776800000.0,1638291100000.0,2719977600000.0,1478420600000.0,2391687800000.0,2270100700000.0
2096.0,2725692300000.0,1398620000000.0,1935571000000.0,2467918200000.0,2346229700000.0,1541469900000.0,1941800400000.0,1609233100000.0,2704831000000.0,2726522300000.0,1742043900000.0,1466395000000.0,1646070500000.0,2267164000000.0,1596714500000.0,2702201300000.0,1439816500000.0,2356982000000.0,2244349300000.0
2097.0,2693141400000.0,1350433800000.0,1894139600000.0,2437491700000.0,2316443800000.0,1490498200000.0,1923166500000.0,1579456900000.0,2681533600000.0,2698615700000.0,1703226900000.0,1432027000000.0,1616234000000.0,2232090600000.0,1544538600000.0,2684651600000.0,1395732800000.0,2316182700000.0,2226439300000.0
2098.0,2649584300000.0,1317785800000.0,1859446100000.0,2414519000000.0,2259872600000.0,1451959000000.0,1909326200000.0,1548359800000.0,2647160000000.0,2662898000000.0,1664537600000.0,1399880200000.0,1582520600000.0,2198858500000.0,1511986800000.0,2650864000000.0,1365388700000.0,2279568800000.0,2163793500000.0
2099.0,2608752000000.0,1289848400000.0,1825493900000.0,2396874600000.0,2221350000000.0,1412737500000.0,1885962400000.0,1506032000000.0,2613362800000.0,2637250000000.0,1635766400000.0,1362675500000.0,1546420600000.0,2180914100000.0,1475127500000.0,2622578000000.0,1323717200000.0,2237645000000.0,2142704500000.0
2100.0,2564201000000.0,1247488400000.0,1788639600000.0,2360098700000.0,2200560000000.0,1378338500000.0,1858415100000.0,1482958300000.0,2571456200000.0,2610817000000.0,1592600600000.0,1318000400000.0,1509365400000.0,2143452300000.0,1433585000000.0,2603965200000.0,1292925700000.0,2195740700000.0,2117173500000.0
