time,MRI-ESM2-0,GFDL-ESM4,TAIESM1,ACCESS-ESM1-5,IPSL-CM6A-LR,CESM2-WACCM,CAMS-CSM1-0,EC-EARTH3-VEG,NORESM2-MM,CMCC-CM2-SR5,EC-EARTH3,CESM2,CANESM5,BCC-CSM2-MR,FGOALS-F3-L,INM-CM4-8,INM-CM5-0,ACCESS-CM2,MPI-ESM1-2-HR
2086.0,3326726600000.0,4535546000000.0,1504546900000.0,4563454000000.0,2097068400000.0,2647324400000.0,5561504500000.0,2878888500000.0,4084704700000.0,2618235800000.0,2298087000000.0,2659494700000.0,2454532700000.0,4309272800000.0,4608564400000.0,4232274500000.0,4828453000000.0,3570379500000.0,5177951000000.0
2087.0,3249416000000.0,4464180700000.0,1416627200000.0,4487630600000.0,1981367600000.0,2538979000000.0,5510673700000.0,2764737300000.0,3990438300000.0,2516894600000.0,2188140500000.0,2539810200000.0,2356839400000.0,4226833400000.0,4520419000000.0,4171020600000.0,4763892600000.0,3464923200000.0,5138981300000.0
2088.0,3159990500000.0,4383717700000.0,1336856700000.0,4390417300000.0,1880779700000.0,2417207300000.0,5447237500000.0,2649940600000.0,3894624400000.0,2401903000000.0,2091714300000.0,2424196000000.0,2259960700000.0,4116723800000.0,4450522500000.0,4109458500000.0,4693142000000.0,3373038300000.0,5080942000000.0
2089.0,3073748500000.0,4314091700000.0,1253500500000.0,4309305000000.0,1783766500000.0,2313262700000.0,5382873300000.0,2524403200000.0,3778390000000.0,2301341500000.0,1998373400000.0,2332746000000.0,2166313200000.0,4004453800000.0,4369276700000.0,4050526100000.0,4627185000000.0,3274496800000.0,5021029600000.0
2090.0,2989175000000.0,4234323000000.0,1188512900000.0,4260799400000.0,1686903700000.0,2203292000000.0,5321566000000.0,2409700500000.0,3693239600000.0,2192298500000.0,1906608800000.0,2231066700000.0,2071038000000.0,3909431000000.0,4306356400000.0,3996857700000.0,4563436300000.0,3177738700000.0,4970122000000.0
2091.0,2896816200000.0,4164413000000.0,1108638600000.0,4181469700000.0,1585140100000.0,2099269200000.0,5265734000000.0,2307099000000.0,3595343500000.0,2098787600000.0,1818357100000.0,2116610200000.0,1970941600000.0,3829480000000.0,4230840600000.0,3938960800000.0,4492646400000.0,3080886700000.0,4920242000000.0
2092.0,2810579000000.0,4094230500000.0,1033133900000.0,4098222200000.0,1491626200000.0,1988429200000.0,5221761700000.0,2191066000000.0,3511510600000.0,1994136100000.0,1731585100000.0,2016961200000.0,1883078000000.0,3735855300000.0,4140440500000.0,3875301500000.0,4434163000000.0,2985037100000.0,4866297000000.0
2093.0,2730200000000.0,4022303500000.0,970422800000.0,4021237600000.0,1402955600000.0,1892356500000.0,5170409000000.0,2092386400000.0,3417526500000.0,1892819800000.0,1647995900000.0,1926523800000.0,1799342700000.0,3646383700000.0,4076387400000.0,3798943400000.0,4369072500000.0,2889469400000.0,4798580500000.0
2094.0,2651818800000.0,3959875400000.0,913983540000.0,3935529900000.0,1316313600000.0,1782861500000.0,5127556000000.0,1990795000000.0,3323447200000.0,1804459600000.0,1561557000000.0,1810936200000.0,1711638200000.0,3586234000000.0,4017958700000.0,3732443000000.0,4304184800000.0,2785725600000.0,4744783000000.0
2095.0,2578520200000.0,3892162600000.0,850370400000.0,3866716500000.0,1234946900000.0,1677993600000.0,5086530500000.0,1888031100000.0,3220367500000.0,1716542600000.0,1481096700000.0,1705738600000.0,1632517600000.0,3518156800000.0,3956631100000.0,3669793400000.0,4240583400000.0,2687864000000.0,4680553300000.0
2096.0,2502949000000.0,3823582600000.0,794668300000.0,3799147300000.0,1157810600000.0,1568156300000.0,5046883000000.0,1785918100000.0,3105074000000.0,1623967900000.0,1399257700000.0,1610562500000.0,1544112300000.0,3439572800000.0,3882858800000.0,3604632300000.0,4179144500000.0,2588176500000.0,4617801000000.0
2097.0,2426467800000.0,3742828300000.0,730111150000.0,3723175700000.0,1074875860000.0,1478294200000.0,4998169600000.0,1697030100000.0,2986788000000.0,1536109600000.0,1323086900000.0,1511948700000.0,1458617300000.0,3354542700000.0,3807242000000.0,3540421400000.0,4122147300000.0,2496956200000.0,4563131000000.0
2098.0,2354602600000.0,3666357500000.0,671177200000.0,3624142000000.0,999500800000.0,1390168800000.0,4955935000000.0,1599291100000.0,2897737700000.0,1452355100000.0,1249088600000.0,1418589100000.0,1374841900000.0,3279822000000.0,3738181000000.0,3476757400000.0,4055277500000.0,2406192500000.0,4510480600000.0
2099.0,2276697800000.0,3593414000000.0,616984740000.0,3529921500000.0,928830400000.0,1300286800000.0,4895511400000.0,1497918100000.0,2782900000000.0,1360755700000.0,1165525900000.0,1329898800000.0,1292887000000.0,3194509600000.0,3674196100000.0,3421671500000.0,3993181600000.0,2307685600000.0,4457820000000.0
2100.0,2205396800000.0,3519833700000.0,562086200000.0,3438736800000.0,863698700000.0,1206747900000.0,4846024400000.0,1413159800000.0,2665454200000.0,1282269600000.0,1081088340000.0,1240146900000.0,1221243800000.0,3061918700000.0,3602630800000.0,3362741600000.0,3934798000000.0,2215609000000.0,4397059800000.0
