time,IPSL-CM6A-LR,ACCESS-ESM1-5,ACCESS-CM2,CESM2-WACCM,MRI-ESM2-0,CANESM5
2287.0,227653910000.0,247526740.0,215158430.0,374366430.0,283556860.0,190157500.0
2288.0,225373680000.0,247785780.0,215141950.0,374518200.0,283493600.0,190590200.0
2289.0,229064200000.0,246002180.0,214573340.0,373084400.0,281906370.0,189755660.0
2290.0,231842640000.0,247151760.0,214737300.0,372369300.0,280684350.0,189653250.0
2291.0,230617840000.0,247131000.0,214365890.0,372019680.0,281409180.0,189342020.0
2292.0,230446120000.0,246813120.0,214237650.0,369223000.0,282083840.0,188839380.0
2293.0,229588370000.0,244976690.0,213822940.0,367580380.0,280982940.0,188637230.0
2294.0,230237030000.0,243865780.0,213244670.0,365987300.0,281209440.0,188853550.0
2295.0,234611540000.0,244334610.0,213766450.0,365157800.0,281470800.0,189131630.0
2296.0,233538730000.0,244577650.0,214239490.0,366618600.0,278749760.0,189041090.0
2297.0,232821490000.0,244947380.0,214049420.0,367467650.0,280427000.0,188856160.0
2298.0,230662950000.0,243394300.0,213882530.0,366228350.0,282217700.0,188716240.0
2299.0,229849800000.0,244415150.0,215615170.0,364290900.0,282430600.0,188146180.0
2300.0,228524430000.0,243954740.0,216640670.0,361529950.0,278695070.0,187747580.0
