time,CESM2-WACCM,CANESM5,MRI-ESM2-0,IPSL-CM6A-LR
2142.0,7142339000000.0,6386879600000.0,8073181000000.0,7156423700000.0
2143.0,7124127000000.0,6374819400000.0,8076999000000.0,7112686600000.0
2144.0,7093136000000.0,6373037300000.0,8077196000000.0,7102777500000.0
2145.0,7076987000000.0,6353601000000.0,8084298000000.0,7099582000000.0
2146.0,7072435000000.0,6354232000000.0,8128673000000.0,7092980700000.0
2147.0,7069794000000.0,6362855000000.0,8151824000000.0,7081486000000.0
2148.0,7063706000000.0,6359300400000.0,8162724000000.0,7071153000000.0
2149.0,7046732000000.0,6338952300000.0,8151122000000.0,7056281000000.0
2150.0,7060133500000.0,6334066500000.0,8157092400000.0,7034369000000.0
2151.0,7099302000000.0,6324820000000.0,8175595600000.0,7040139000000.0
2152.0,7109924600000.0,6330850500000.0,8187176000000.0,7012392000000.0
2153.0,7107478000000.0,6322209700000.0,8228527700000.0,7001984000000.0
2154.0,7108606600000.0,6334599000000.0,8232114000000.0,7011060000000.0
2155.0,7096223000000.0,6318547000000.0,8250082000000.0,6970346600000.0
2156.0,7090717300000.0,6318095000000.0,8258450400000.0,6970208700000.0
2157.0,7128068700000.0,6330261700000.0,8270657400000.0,6965159300000.0
2158.0,7101578500000.0,6307916500000.0,8293694600000.0,6923641400000.0
2159.0,7103436600000.0,6303195000000.0,8318928000000.0,6906841000000.0
2160.0,7127911000000.0,6304597000000.0,8330444000000.0,6906634600000.0
2161.0,7133475600000.0,6285030300000.0,8344270000000.0,6894980000000.0
2162.0,7133747000000.0,6268063300000.0,8356865000000.0,6905133000000.0
2163.0,7135869500000.0,6272099300000.0,8339999700000.0,6898658000000.0
2164.0,7161820000000.0,6263594300000.0,8317798000000.0,6864554700000.0
2165.0,7172258000000.0,6254360000000.0,8302108000000.0,6839627000000.0
2166.0,7191543700000.0,6251154000000.0,8332938000000.0,6814898300000.0
2167.0,7214108500000.0,6249492000000.0,8364593500000.0,6814363000000.0
2168.0,7220286000000.0,6225567700000.0,8395435300000.0,6803365000000.0
2169.0,7224801400000.0,6214741000000.0,8418502400000.0,6758952000000.0
2170.0,7228577300000.0,6211396700000.0,8434389000000.0,6729284000000.0
2171.0,7238961300000.0,6232063600000.0,8443699700000.0,6736902600000.0
2172.0,7240434000000.0,6237731700000.0,8455278000000.0,6749127000000.0
2173.0,7257227500000.0,6229554000000.0,8463729600000.0,6749955300000.0
2174.0,7271530000000.0,6213727000000.0,8494603000000.0,6735928000000.0
2175.0,7262103000000.0,6224647600000.0,8488840300000.0,6731645600000.0
2176.0,7242471000000.0,6198982600000.0,8530054000000.0,6713824500000.0
2177.0,7257028000000.0,6198032600000.0,8565717700000.0,6696374000000.0
2178.0,7262076700000.0,6217038600000.0,8559427300000.0,6665324700000.0
2179.0,7260981000000.0,6229133000000.0,8579872500000.0,6640486600000.0
2180.0,7267169600000.0,6222435600000.0,8612607000000.0,6649237000000.0
2181.0,7274059000000.0,6194205000000.0,8643477500000.0,6639793000000.0
2182.0,7284000300000.0,6180432000000.0,8670136000000.0,6633386700000.0
2183.0,7243888000000.0,6176378000000.0,8686749000000.0,6616299600000.0
2184.0,7205734600000.0,6183925000000.0,8720735500000.0,6612716600000.0
2185.0,7204744000000.0,6185476000000.0,8736163000000.0,6592384700000.0
2186.0,7209542500000.0,6167812000000.0,8774391700000.0,6569846600000.0
2187.0,7211131000000.0,6155231000000.0,8777106000000.0,6570095700000.0
2188.0,7222312000000.0,6146590000000.0,8792423500000.0,6545916600000.0
2189.0,7212647000000.0,6139373700000.0,8805179000000.0,6539876000000.0
2190.0,7205538500000.0,6142748000000.0,8811719000000.0,6532950000000.0
2191.0,7211258500000.0,6125816600000.0,8809627000000.0,6518913000000.0
2192.0,7238849000000.0,6103589000000.0,8838327000000.0,6483821000000.0
2193.0,7240573500000.0,6096832400000.0,8855594000000.0,6497851000000.0
2194.0,7220794000000.0,6063548000000.0,8860150000000.0,6476486700000.0
2195.0,7217654000000.0,6070618600000.0,8888310000000.0,6467844000000.0
2196.0,7240955000000.0,6096716000000.0,8928432000000.0,6452591000000.0
2197.0,7232154000000.0,6098376000000.0,8939804000000.0,6432219500000.0
2198.0,7253204000000.0,6080345700000.0,8932566000000.0,6425114000000.0
2199.0,7250990000000.0,6095989400000.0,8948143000000.0,6413556000000.0
2200.0,7246003000000.0,6082191700000.0,8976447000000.0,6404377000000.0
2201.0,7258472700000.0,6093804700000.0,8991443000000.0,6393795400000.0
2202.0,7285029000000.0,6080806500000.0,8990474000000.0,6371122000000.0
2203.0,7277472400000.0,6106401000000.0,9021218000000.0,6356489000000.0
2204.0,7288099700000.0,6073961000000.0,9036649000000.0,6345467000000.0
2205.0,7270608000000.0,6065124500000.0,9062174000000.0,6329540000000.0
2206.0,7263606500000.0,6032667000000.0,9086139000000.0,6316116000000.0
2207.0,7253097700000.0,6032519000000.0,9124790000000.0,6307100000000.0
2208.0,7250505600000.0,6045455400000.0,9141293000000.0,6280302000000.0
2209.0,7249521000000.0,6059736000000.0,9141314000000.0,6272383500000.0
2210.0,7241700700000.0,6066131700000.0,9175140000000.0,6268930500000.0
2211.0,7236978000000.0,6065491000000.0,9196192000000.0,6285275700000.0
2212.0,7208676000000.0,6059655000000.0,9193914000000.0,6317546000000.0
2213.0,7182925400000.0,6042985000000.0,9211329000000.0,6297002000000.0
2214.0,7190718400000.0,6044192000000.0,9209935000000.0,6296943700000.0
2215.0,7170468300000.0,6046061000000.0,9244197000000.0,6285927400000.0
2216.0,7182329300000.0,6047775300000.0,9256268000000.0,6290691000000.0
2217.0,7182515000000.0,6027004000000.0,9270162000000.0,6274207400000.0
2218.0,7184246600000.0,6013228400000.0,9284733000000.0,6291813000000.0
2219.0,7174472300000.0,6007072000000.0,9292642000000.0,6287151600000.0
2220.0,7162150000000.0,6018759000000.0,9296573000000.0,6272366000000.0
2221.0,7158772500000.0,6023142000000.0,9283664000000.0,6252722700000.0
2222.0,7165553000000.0,6038888000000.0,9293763000000.0,6232696400000.0
2223.0,7150895000000.0,6044253000000.0,9285585000000.0,6226109300000.0
2224.0,7113474000000.0,6035068000000.0,9273616000000.0,6237628000000.0
2225.0,7085100000000.0,6025650400000.0,9281794000000.0,6239325500000.0
2226.0,7066245700000.0,6001283000000.0,9303776000000.0,6228788000000.0
2227.0,7049632500000.0,5998521000000.0,9320107000000.0,6220328500000.0
2228.0,7044502400000.0,6012615000000.0,9336230000000.0,6218037000000.0
2229.0,7045405000000.0,6019051000000.0,9343343000000.0,6208450000000.0
2230.0,7025012000000.0,6040709000000.0,9340374000000.0,6205570000000.0
2231.0,7021012000000.0,6066614600000.0,9335751000000.0,6186393000000.0
2232.0,7003257700000.0,6098750300000.0,9380053000000.0,6183079400000.0
2233.0,7017921500000.0,6099602000000.0,9397119000000.0,6184392700000.0
2234.0,6991111000000.0,6139973500000.0,9416555000000.0,6183961000000.0
2235.0,6991832000000.0,6146525000000.0,9419143000000.0,6174775000000.0
2236.0,6973053000000.0,6161723000000.0,9462493000000.0,6176026000000.0
2237.0,6967024700000.0,6127786400000.0,9482151000000.0,6189753600000.0
2238.0,6947324600000.0,6102466000000.0,9493394000000.0,6191111000000.0
2239.0,6942479000000.0,6078726000000.0,9546881000000.0,6162152000000.0
2240.0,6934891000000.0,6091467400000.0,9572595000000.0,6145118000000.0
2241.0,6919295600000.0,6070344000000.0,9586321000000.0,6133847700000.0
2242.0,6948458000000.0,6067077000000.0,9583608000000.0,6121063400000.0
2243.0,6947940600000.0,6076784700000.0,9627812000000.0,6119567000000.0
2244.0,6959112700000.0,6071176000000.0,9649601000000.0,6128681000000.0
2245.0,6955422700000.0,6070030300000.0,9660857000000.0,6114091000000.0
2246.0,6934180000000.0,6051334000000.0,9691164000000.0,6125291300000.0
2247.0,6924038000000.0,6036503700000.0,9686117000000.0,6147822000000.0
2248.0,6928135600000.0,6034685000000.0,9693700000000.0,6143796600000.0
2249.0,6921108600000.0,6027182300000.0,9700999000000.0,6132830000000.0
2250.0,6923562000000.0,6039979000000.0,9727035000000.0,6130722000000.0
2251.0,6909627700000.0,6023308000000.0,9732170000000.0,6121455000000.0
2252.0,6921958500000.0,6034680700000.0,9749045000000.0,6096065000000.0
2253.0,6930005000000.0,6022281000000.0,9771346000000.0,6075981500000.0
2254.0,6889874700000.0,6041031000000.0,9794015000000.0,6072326000000.0
2255.0,6892515000000.0,6029654000000.0,9817315000000.0,6064065000000.0
2256.0,6865057500000.0,6020866000000.0,9847613000000.0,6082006000000.0
2257.0,6842717600000.0,6031140000000.0,9853074000000.0,6079015000000.0
2258.0,6834580600000.0,6046724000000.0,9838205000000.0,6062172000000.0
2259.0,6794592600000.0,6042697600000.0,9844167000000.0,6037011000000.0
2260.0,6798387000000.0,6025556500000.0,9875338000000.0,6066992600000.0
2261.0,6793725000000.0,6032159400000.0,9913927000000.0,6086172600000.0
2262.0,6779733000000.0,6022881000000.0,9903204000000.0,6104980400000.0
2263.0,6779038000000.0,6025637300000.0,9895982000000.0,6083434000000.0
2264.0,6752474500000.0,6033395000000.0,9896779000000.0,6077097700000.0
2265.0,6733161000000.0,6053314000000.0,9953051000000.0,6087709300000.0
2266.0,6687205000000.0,6032759700000.0,9956921000000.0,6065210500000.0
2267.0,6669484000000.0,6012619000000.0,9966388000000.0,6050580000000.0
2268.0,6647544000000.0,6009152000000.0,9983961000000.0,6028686500000.0
2269.0,6629176600000.0,5990786000000.0,10005682000000.0,6037290000000.0
2270.0,6646776000000.0,5997005000000.0,10020493000000.0,6025931000000.0
2271.0,6627092600000.0,5993839000000.0,10046593000000.0,6024195000000.0
2272.0,6592387400000.0,5994624000000.0,10075554000000.0,6040663400000.0
2273.0,6554438300000.0,5985942400000.0,10086906000000.0,6037935000000.0
2274.0,6544896000000.0,5977839500000.0,10098008000000.0,6021133000000.0
2275.0,6524206000000.0,5984045000000.0,10105400000000.0,5998742300000.0
2276.0,6489557700000.0,6004909500000.0,10119733000000.0,5964070000000.0
2277.0,6499716300000.0,5996158600000.0,10143468000000.0,5961224300000.0
2278.0,6481797700000.0,6029119600000.0,10184542000000.0,5953772000000.0
2279.0,6458389000000.0,6022703300000.0,10217725000000.0,5928423000000.0
2280.0,6441639300000.0,6014611000000.0,10240653000000.0,5929732000000.0
2281.0,6421478400000.0,6042040700000.0,10249871000000.0,5900871400000.0
2282.0,6406737000000.0,6065494000000.0,10263661000000.0,5888179400000.0
2283.0,6375865300000.0,6043126000000.0,10287870000000.0,5883683700000.0
2284.0,6360676000000.0,6015791700000.0,10288815000000.0,5870581700000.0
2285.0,6325844000000.0,6011059000000.0,10290676000000.0,5866363000000.0
2286.0,6289082500000.0,5996480600000.0,10284917000000.0,5884357000000.0
2287.0,6274596000000.0,5984255000000.0,10288987000000.0,5892550000000.0
2288.0,6273600000000.0,5975408400000.0,10314870000000.0,5865173000000.0
2289.0,6268571000000.0,5954697000000.0,10331867000000.0,5862008600000.0
2290.0,6245863400000.0,6029528000000.0,10345113000000.0,5862087700000.0
2291.0,6223845400000.0,6052487600000.0,10366081000000.0,5840337000000.0
2292.0,6192619000000.0,6059373600000.0,10379430000000.0,5847563400000.0
2293.0,6187705700000.0,6057947600000.0,10365722000000.0,5832604400000.0
2294.0,6186775600000.0,6050677000000.0,10364407000000.0,5841111000000.0
2295.0,6152671000000.0,6026238600000.0,10355503000000.0,5860028000000.0
2296.0,6129695000000.0,6020239700000.0,10385079000000.0,5847076000000.0
2297.0,6111029600000.0,6020723000000.0,10403025000000.0,5837267400000.0
2298.0,6120329000000.0,6027596000000.0,10389599000000.0,5835566000000.0
2299.0,6106965000000.0,6029677000000.0,10392466000000.0,5819379000000.0
2300.0,6091317000000.0,6039599600000.0,10396167000000.0,5810242500000.0
