time,IPSL-CM6A-LR,CESM2,MRI-ESM2-0,EC-EARTH3,EC-EARTH3-VEG,INM-CM4-8,INM-CM5-0,ACCESS-ESM1-5,CAMS-CSM1-0,TAIESM1,CESM2-WACCM,MPI-ESM1-2-HR,NORESM2-MM,FGOALS-F3-L,BCC-CSM2-MR,CANESM5,CMCC-CM2-SR5,GFDL-ESM4,ACCESS-CM2
2086.0,7157372000000.0,5107891000000.0,8299782600000.0,5603022000000.0,6310754500000.0,9858518000000.0,10840922000000.0,5777984600000.0,10591135000000.0,4271171700000.0,4591978500000.0,11459929000000.0,6052398000000.0,8638242500000.0,5507560000000.0,7385191000000.0,6353991500000.0,10046473000000.0,5588812000000.0
2087.0,7009473700000.0,4958700700000.0,8208775000000.0,5407320300000.0,6074046000000.0,9727150000000.0,10712831000000.0,5579748700000.0,10455076000000.0,4097052000000.0,4431767700000.0,11439458000000.0,5833096000000.0,8498672300000.0,5310296000000.0,7245498700000.0,6133441000000.0,9951950000000.0,5402202700000.0
2088.0,6842193300000.0,4763651400000.0,8060780000000.0,5205386000000.0,5802414000000.0,9652403000000.0,10602380000000.0,5438607700000.0,10333606000000.0,3914246700000.0,4259396700000.0,11385541000000.0,5601527600000.0,8325213700000.0,5115736500000.0,7133017000000.0,5858562400000.0,9775124000000.0,5194932000000.0
2089.0,6733477400000.0,4594790300000.0,7949393600000.0,5054172500000.0,5576864600000.0,9541934000000.0,10507464000000.0,5286747700000.0,10279530000000.0,3763645200000.0,4092260000000.0,11288675000000.0,5397511000000.0,8115097400000.0,4967041600000.0,7000670000000.0,5583984000000.0,9682167000000.0,5063033500000.0
2090.0,6591252300000.0,4434166000000.0,7781686000000.0,4869740600000.0,5369013000000.0,9466772000000.0,10423146000000.0,5104453000000.0,10148431000000.0,3613442200000.0,3951545000000.0,11240949000000.0,5182915600000.0,7983756000000.0,4824751000000.0,6928713400000.0,5334047400000.0,9517497000000.0,4925334000000.0
2091.0,6457346000000.0,4278086500000.0,7634565500000.0,4679957000000.0,5172681500000.0,9349327000000.0,10288208000000.0,4920685000000.0,9978006000000.0,3471872400000.0,3841147300000.0,11150652000000.0,4987179000000.0,7813122000000.0,4730346000000.0,6802240400000.0,5137960000000.0,9414441000000.0,4790688400000.0
2092.0,6352365000000.0,4111006000000.0,7474590500000.0,4567444500000.0,4954983500000.0,9251868000000.0,10143403000000.0,4754277700000.0,9894579000000.0,3328855000000.0,3720448000000.0,11081243000000.0,4824042600000.0,7631196400000.0,4591099000000.0,6676441000000.0,4930993000000.0,9277503000000.0,4681123000000.0
2093.0,6242084300000.0,3969288500000.0,7372424600000.0,4464378400000.0,4785180000000.0,9138448000000.0,10056159000000.0,4643317000000.0,9800265000000.0,3203974300000.0,3591585000000.0,11039973000000.0,4696992400000.0,7405021700000.0,4463979000000.0,6554376000000.0,4733378000000.0,9196445000000.0,4587842400000.0
2094.0,6174454000000.0,3863574500000.0,7231847000000.0,4304906500000.0,4635539500000.0,9033966000000.0,9930952000000.0,4507494000000.0,9703100000000.0,3096451700000.0,3453960600000.0,10943305000000.0,4515245300000.0,7251460000000.0,4360610800000.0,6444111000000.0,4501046000000.0,9108943000000.0,4417929000000.0
2095.0,6064904300000.0,3747931000000.0,7101112000000.0,4126914000000.0,4425823300000.0,8922424000000.0,9857829000000.0,4373768800000.0,9600429000000.0,2988121800000.0,3308237000000.0,10825352000000.0,4368753000000.0,7067959000000.0,4232364400000.0,6330072400000.0,4350816800000.0,8980055000000.0,4280302000000.0
2096.0,5962318500000.0,3586308400000.0,6983625700000.0,4009991900000.0,4273506400000.0,8804495000000.0,9736099000000.0,4270000400000.0,9463239000000.0,2859648200000.0,3190958900000.0,10735123000000.0,4196775000000.0,6919840300000.0,4053076000000.0,6246719600000.0,4209852300000.0,8944745000000.0,4166645000000.0
2097.0,5885518000000.0,3444838200000.0,6852495500000.0,3867234800000.0,4141427200000.0,8707794500000.0,9610982000000.0,4136544500000.0,9395647000000.0,2756836300000.0,3059432000000.0,10600850000000.0,4076076500000.0,6740562000000.0,3927685200000.0,6168447500000.0,4073530000000.0,8787447500000.0,4035396800000.0
2098.0,5801065300000.0,3339706200000.0,6704845600000.0,3677847000000.0,3997851000000.0,8622431000000.0,9555406000000.0,4004301000000.0,9214849000000.0,2665858200000.0,2948666500000.0,10499195000000.0,3919181000000.0,6600100700000.0,3827331500000.0,6072803300000.0,3923848500000.0,8713326300000.0,3933742600000.0
2099.0,5710503500000.0,3238606700000.0,6596927700000.0,3564428900000.0,3849442800000.0,8544446000000.0,9447711000000.0,3896962400000.0,9093025000000.0,2589519500000.0,2840026400000.0,10417458000000.0,3773920000000.0,6408025000000.0,3723559200000.0,5959694400000.0,3789244300000.0,8655122000000.0,3778428500000.0
2100.0,5639694700000.0,3149927800000.0,6485267000000.0,3427530700000.0,3725359800000.0,8438398000000.0,9332691000000.0,3814068300000.0,9001920000000.0,2508814000000.0,2734826700000.0,10305799000000.0,3643397400000.0,6280625000000.0,3617218600000.0,5885590500000.0,3637790400000.0,8516590000000.0,3640276500000.0
