time,ACCESS-ESM1-5,ACCESS-CM2,CESM2-WACCM,IPSL-CM6A-LR,CANESM5,MRI-ESM2-0
2272.0,82030625000.0,83190790000.0,40596455000.0,33048754000.0,1007067660000.0,298775740000.0
2273.0,81562345000.0,83029250000.0,40705954000.0,31640285000.0,1002734900000.0,298467360000.0
2274.0,80872415000.0,83028910000.0,40565965000.0,34559496000.0,998975730000.0,299954240000.0
2275.0,80373780000.0,83286440000.0,40505684000.0,36650988000.0,993602900000.0,300543670000.0
2276.0,78458870000.0,85295990000.0,39018074000.0,39798067000.0,995348640000.0,298885220000.0
2277.0,76406460000.0,87551760000.0,39011906000.0,36560994000.0,986454160000.0,299651430000.0
2278.0,75598690000.0,85306960000.0,38113726000.0,38474105000.0,980151760000.0,302448000000.0
2279.0,77973220000.0,83689120000.0,37124428000.0,33922187000.0,977115800000.0,297260880000.0
2280.0,76308950000.0,84001590000.0,37757178000.0,33500723000.0,973407300000.0,292683200000.0
2281.0,77587700000.0,86291160000.0,38422823000.0,32150653000.0,966181100000.0,293751880000.0
2282.0,76927690000.0,86780160000.0,38430044000.0,31754557000.0,955143600000.0,292362940000.0
2283.0,76944990000.0,87519700000.0,38896720000.0,32261134000.0,942945400000.0,290134850000.0
2284.0,76169170000.0,90223700000.0,38420644000.0,32428708000.0,933519400000.0,290800270000.0
2285.0,77223470000.0,89363866000.0,38067950000.0,33531830000.0,933095540000.0,290061100000.0
2286.0,76000670000.0,89810320000.0,37218040000.0,34310670000.0,918029800000.0,288238170000.0
2287.0,78037910000.0,89071800000.0,36827850000.0,35433353000.0,907513560000.0,288455820000.0
2288.0,77043800000.0,89436560000.0,36805740000.0,34748154000.0,901011400000.0,284508400000.0
2289.0,74418364000.0,86241120000.0,37948097000.0,38431840000.0,896945900000.0,282061600000.0
2290.0,76563640000.0,85677920000.0,38071450000.0,41824903000.0,896793050000.0,284005340000.0
2291.0,75036230000.0,85356750000.0,38693340000.0,41635040000.0,892322900000.0,283192920000.0
2292.0,75252380000.0,85049080000.0,39591784000.0,36412070000.0,886255700000.0,284758670000.0
2293.0,74871360000.0,82971710000.0,40937510000.0,35259830000.0,880580300000.0,283188430000.0
2294.0,73487460000.0,87586380000.0,41346420000.0,33419596000.0,874828600000.0,283721560000.0
2295.0,72549960000.0,85028020000.0,40837095000.0,29165520000.0,862519200000.0,282645360000.0
2296.0,72584405000.0,84814365000.0,40489177000.0,27430062000.0,854193140000.0,279423320000.0
2297.0,73951130000.0,84738925000.0,40881803000.0,25687347000.0,842765100000.0,278194900000.0
2298.0,73546010000.0,85121590000.0,40416023000.0,24914655000.0,841126400000.0,276464170000.0
2299.0,76858300000.0,82669690000.0,40490664000.0,23998945000.0,837582400000.0,272890400000.0
2300.0,76890290000.0,78353285000.0,40649236000.0,24622383000.0,833049850000.0,274964680000.0
