time,CESM1-CAM5,MPI-ESM-LR,CANESM2
2040.0,510250600000.0,592550100000.0,515801580000.0
2041.0,487868200000.0,582079700000.0,486771980000.0
2042.0,475077570000.0,577026400000.0,463193700000.0
2043.0,454280680000.0,568202400000.0,447868200000.0
2044.0,439106470000.0,549463750000.0,431943970000.0
2045.0,419983900000.0,534492800000.0,422792300000.0
2046.0,407109340000.0,524670960000.0,418473200000.0
2047.0,395797800000.0,507497900000.0,409094700000.0
2048.0,382997630000.0,492445800000.0,392259630000.0
2049.0,371980100000.0,485054220000.0,379071230000.0
2050.0,360223080000.0,480098840000.0,364926860000.0
2051.0,348805500000.0,469363980000.0,351867670000.0
2052.0,335980600000.0,461839530000.0,346826640000.0
2053.0,319844220000.0,455936600000.0,342796200000.0
2054.0,309281200000.0,447437670000.0,328143000000.0
2055.0,301687370000.0,442733330000.0,324685200000.0
2056.0,292661230000.0,433123820000.0,314150000000.0
2057.0,285336570000.0,426722620000.0,306478940000.0
2058.0,279011000000.0,420573250000.0,300954220000.0
2059.0,266596160000.0,421549440000.0,293601050000.0
2060.0,257103740000.0,410133400000.0,289892040000.0
2061.0,247163030000.0,405837220000.0,284969700000.0
2062.0,235472110000.0,395288100000.0,279916700000.0
2063.0,230348590000.0,383763450000.0,279184400000.0
2064.0,226593470000.0,376990140000.0,274424300000.0
2065.0,219520090000.0,370677100000.0,268137560000.0
2066.0,212676130000.0,360603030000.0,260284300000.0
2067.0,206540520000.0,358265550000.0,253053010000.0
2068.0,198945160000.0,344821760000.0,247086070000.0
2069.0,191184160000.0,341923100000.0,241229220000.0
2070.0,183413900000.0,338905140000.0,236886750000.0
2071.0,177176660000.0,336205550000.0,231005140000.0
2072.0,168978700000.0,334240480000.0,229243850000.0
2073.0,162144910000.0,326112600000.0,227993730000.0
2074.0,154370330000.0,321072660000.0,226212640000.0
2075.0,149464220000.0,319054540000.0,223431130000.0
2076.0,143478100000.0,318568960000.0,220076360000.0
2077.0,138404970000.0,313731150000.0,217530220000.0
2078.0,133726550000.0,311044900000.0,213801320000.0
2079.0,124982970000.0,311550500000.0,210574020000.0
2080.0,120109140000.0,307105040000.0,205300400000.0
2081.0,117501360000.0,300350440000.0,205873760000.0
2082.0,114100340000.0,298324430000.0,204159710000.0
2083.0,110393560000.0,297304460000.0,201452340000.0
2084.0,108297580000.0,294832470000.0,198735840000.0
2085.0,105879580000.0,291746480000.0,195644570000.0
2086.0,102411430000.0,288456000000.0,189680270000.0
2087.0,99599160000.0,284428600000.0,185128000000.0
2088.0,98057480000.0,279122300000.0,180533770000.0
2089.0,96552650000.0,273937380000.0,177204020000.0
2090.0,94949800000.0,274818550000.0,174598950000.0
2091.0,92135250000.0,276838020000.0,171863520000.0
2092.0,91785020000.0,272829580000.0,170859000000.0
2093.0,91249280000.0,269374830000.0,169023820000.0
2094.0,89095240000.0,269421410000.0,165838050000.0
2095.0,88503400000.0,266762700000.0,161495840000.0
2096.0,87062086000.0,261575160000.0,158244210000.0
2097.0,87515090000.0,259509600000.0,156130870000.0
2098.0,85280410000.0,253053580000.0,153989270000.0
2099.0,81791370000.0,252343420000.0,151315230000.0
2100.0,81795640000.0,252696200000.0,148534800000.0
2101.0,80194460000.0,249874800000.0,145819320000.0
2102.0,80021280000.0,252608770000.0,144764860000.0
2103.0,79321840000.0,252580410000.0,142388280000.0
2104.0,78520850000.0,252652500000.0,140721400000.0
2105.0,78877690000.0,247781400000.0,139761270000.0
2106.0,78057890000.0,247658280000.0,135382120000.0
2107.0,75700036000.0,246091270000.0,133565325000.0
2108.0,73968010000.0,244618760000.0,132279500000.0
2109.0,71903290000.0,243887920000.0,131908450000.0
2110.0,70574870000.0,245115340000.0,132250750000.0
2111.0,70833200000.0,241896900000.0,132953690000.0
2112.0,68914700000.0,241816880000.0,134853394000.0
2113.0,68462952000.0,240944170000.0,134026535000.0
2114.0,66943197000.0,241680290000.0,133528560000.0
2115.0,65355334000.0,238796870000.0,134017060000.0
2116.0,62752000000.0,235349490000.0,133138880000.0
2117.0,62041457000.0,233109960000.0,133060575000.0
2118.0,60727837000.0,234556780000.0,135907300000.0
2119.0,59507800000.0,237274250000.0,135984870000.0
2120.0,59390830000.0,241291310000.0,138814930000.0
2121.0,59202454000.0,239723100000.0,137067360000.0
2122.0,58292752000.0,242166680000.0,137455170000.0
2123.0,57697276000.0,241997150000.0,135833890000.0
2124.0,57276700000.0,239908830000.0,135031824000.0
2125.0,56431390000.0,238821150000.0,134516530000.0
2126.0,55314520000.0,235807400000.0,133711840000.0
2127.0,54048820000.0,238607910000.0,133835910000.0
2128.0,53347824000.0,236077580000.0,133886590000.0
2129.0,51980874000.0,236577980000.0,133470910000.0
2130.0,50942600000.0,236637880000.0,133891830000.0
2131.0,50874300000.0,238563120000.0,134070420000.0
2132.0,50183810000.0,236547700000.0,134198300000.0
2133.0,49098560000.0,236536460000.0,133469190000.0
2134.0,48705524000.0,231612100000.0,134017310000.0
2135.0,48816100000.0,231437980000.0,134031065000.0
2136.0,48495677000.0,231947080000.0,133871665000.0
2137.0,47649290000.0,226902500000.0,132027060000.0
2138.0,47037450000.0,227631870000.0,134042984000.0
2139.0,47584866000.0,221765520000.0,133595870000.0
2140.0,47519764000.0,223065640000.0,134187155000.0
2141.0,46696223000.0,224480790000.0,135051010000.0
2142.0,46860920000.0,226416700000.0,133873430000.0
2143.0,47224700000.0,227571400000.0,133663840000.0
2144.0,47275844000.0,226746000000.0,132801550000.0
2145.0,47296352000.0,228117330000.0,130790240000.0
2146.0,47788274000.0,224960180000.0,132096610000.0
2147.0,50350797000.0,224243420000.0,134959570000.0
2148.0,50091920000.0,231008910000.0,135046730000.0
2149.0,48848486000.0,231042250000.0,134377130000.0
2150.0,48099717000.0,229060950000.0,134976550000.0
2151.0,47983948000.0,230712870000.0,136462790000.0
2152.0,48514090000.0,234181020000.0,139608540000.0
2153.0,48551740000.0,234905520000.0,139127160000.0
2154.0,47892894000.0,236356810000.0,138317900000.0
2155.0,48177897000.0,238517830000.0,138840340000.0
2156.0,48308363000.0,238247690000.0,139721200000.0
2157.0,47776334000.0,237194120000.0,138333830000.0
2158.0,47270375000.0,244461800000.0,138839200000.0
2159.0,46159675000.0,246057010000.0,137009510000.0
2160.0,45869605000.0,246766470000.0,136404460000.0
2161.0,45862576000.0,248630950000.0,138862230000.0
2162.0,46354465000.0,248966480000.0,139863240000.0
2163.0,45882302000.0,251857700000.0,140332020000.0
2164.0,44999254000.0,253543510000.0,139819370000.0
2165.0,44552770000.0,249128420000.0,137901380000.0
2166.0,43965240000.0,246298940000.0,142474770000.0
2167.0,44172886000.0,248094160000.0,143735570000.0
2168.0,43851858000.0,248651420000.0,141834040000.0
2169.0,43733434000.0,245350170000.0,139308940000.0
2170.0,44898386000.0,251460490000.0,138390220000.0
2171.0,44033350000.0,251727610000.0,142227600000.0
2172.0,44333388000.0,253352000000.0,144050370000.0
2173.0,43653226000.0,252149020000.0,144666050000.0
2174.0,43906150000.0,249913330000.0,142735210000.0
2175.0,45257777000.0,249861640000.0,143127090000.0
2176.0,45388636000.0,247268590000.0,141113840000.0
2177.0,45646033000.0,248768170000.0,140969150000.0
2178.0,46004953000.0,247721350000.0,142584550000.0
2179.0,45398335000.0,248130520000.0,143269800000.0
2180.0,45914540000.0,249358580000.0,142810330000.0
2181.0,46950280000.0,251626620000.0,144243330000.0
2182.0,46932767000.0,249598070000.0,146755060000.0
2183.0,46362083000.0,250052230000.0,146022290000.0
2184.0,46132195000.0,252393910000.0,146572460000.0
2185.0,46752092000.0,250845560000.0,145927470000.0
2186.0,46668616000.0,249307660000.0,148862100000.0
2187.0,46759535000.0,250290400000.0,146261210000.0
2188.0,47156930000.0,254747560000.0,146543120000.0
2189.0,46850140000.0,254431250000.0,147746000000.0
2190.0,46518970000.0,254545040000.0,148256950000.0
2191.0,45823582000.0,256226480000.0,149785250000.0
2192.0,45860983000.0,253706240000.0,148305220000.0
2193.0,46267904000.0,257633500000.0,148027380000.0
2194.0,46035747000.0,259192850000.0,148717730000.0
2195.0,46056930000.0,260080420000.0,150020490000.0
2196.0,45537268000.0,264437420000.0,148478020000.0
2197.0,45723087000.0,274701090000.0,148875280000.0
2198.0,45687435000.0,270977250000.0,147489060000.0
2199.0,45493862000.0,275629900000.0,145861720000.0
2200.0,45833080000.0,276206060000.0,142545780000.0
2201.0,46415204000.0,277139200000.0,143122800000.0
2202.0,46113317000.0,276219400000.0,142635910000.0
2203.0,46734410000.0,280696620000.0,144090070000.0
2204.0,46738710000.0,285405250000.0,145043960000.0
2205.0,47323206000.0,289118700000.0,144980890000.0
2206.0,47578840000.0,290351840000.0,143218130000.0
2207.0,47089947000.0,287720000000.0,144817720000.0
2208.0,47539585000.0,291251500000.0,145241050000.0
2209.0,47868270000.0,294551500000.0,144384030000.0
2210.0,50481746000.0,298423260000.0,144473080000.0
2211.0,49307128000.0,299350330000.0,145880240000.0
2212.0,49002406000.0,303367300000.0,146614520000.0
2213.0,49157610000.0,308269450000.0,146288380000.0
2214.0,50808283000.0,308516320000.0,146374920000.0
2215.0,50395922000.0,303180800000.0,144501130000.0
2216.0,50786610000.0,304793100000.0,145753850000.0
2217.0,52258470000.0,303168060000.0,148571030000.0
2218.0,51631510000.0,299507940000.0,147389660000.0
2219.0,51399954000.0,293000100000.0,147243650000.0
2220.0,51029130000.0,298495400000.0,147001740000.0
2221.0,50599260000.0,298747400000.0,146108860000.0
2222.0,52989293000.0,298090330000.0,145745840000.0
2223.0,52316594000.0,296033850000.0,144449550000.0
2224.0,52465738000.0,296735870000.0,143504900000.0
2225.0,52160713000.0,294676460000.0,144623580000.0
2226.0,53419830000.0,294332960000.0,144227060000.0
2227.0,52667350000.0,296937300000.0,143798980000.0
2228.0,52675682000.0,297419370000.0,144613150000.0
2229.0,54788040000.0,297393460000.0,144343090000.0
2230.0,55563207000.0,297504540000.0,143709960000.0
2231.0,55130690000.0,295596950000.0,144001610000.0
2232.0,54445896000.0,291996830000.0,146386370000.0
2233.0,54655370000.0,291690940000.0,144580000000.0
2234.0,54925790000.0,291268300000.0,145727910000.0
2235.0,55661010000.0,293814370000.0,146322880000.0
2236.0,55768613000.0,297227880000.0,144217520000.0
2237.0,56850915000.0,302275400000.0,143526630000.0
2238.0,56878293000.0,302697220000.0,144164260000.0
2239.0,57794167000.0,302738570000.0,145121530000.0
2240.0,58272457000.0,309155860000.0,149373600000.0
2241.0,58668080000.0,316133700000.0,147506580000.0
2242.0,60486263000.0,317297330000.0,148493170000.0
2243.0,61569980000.0,319400600000.0,149111520000.0
2244.0,61672850000.0,325575480000.0,150728020000.0
2245.0,61415973000.0,326952980000.0,149280420000.0
2246.0,60748400000.0,332833300000.0,149536180000.0
2247.0,60986510000.0,332085260000.0,150040500000.0
2248.0,61740773000.0,333760360000.0,149277500000.0
2249.0,62753743000.0,334339380000.0,148633930000.0
2250.0,63138943000.0,337434900000.0,147976200000.0
2251.0,64574490000.0,334623870000.0,144535030000.0
2252.0,63901164000.0,339823130000.0,143925220000.0
2253.0,64528770000.0,340864370000.0,144862170000.0
2254.0,63618933000.0,342661070000.0,145133550000.0
2255.0,63539937000.0,346336900000.0,141273780000.0
2256.0,63840862000.0,349356460000.0,140697400000.0
2257.0,63481434000.0,347375500000.0,141033320000.0
2258.0,63632323000.0,348167630000.0,144334670000.0
2259.0,64536420000.0,348956620000.0,147368310000.0
2260.0,65124565000.0,347624140000.0,146850430000.0
2261.0,65215996000.0,346311160000.0,146436060000.0
2262.0,66030035000.0,353456550000.0,146342170000.0
2263.0,65416260000.0,365056430000.0,146162960000.0
2264.0,65902256000.0,364479200000.0,150287400000.0
2265.0,68164563000.0,368968930000.0,154540080000.0
2266.0,69549240000.0,370923900000.0,151694430000.0
2267.0,70286300000.0,371112080000.0,152531190000.0
2268.0,71023400000.0,371897500000.0,153545850000.0
2269.0,69938760000.0,380275560000.0,155847400000.0
2270.0,71273680000.0,383091280000.0,156441280000.0
2271.0,71365060000.0,382857300000.0,155830100000.0
2272.0,72565780000.0,378810930000.0,156969760000.0
2273.0,72759116000.0,380913650000.0,159037030000.0
2274.0,73455305000.0,380873470000.0,159084660000.0
2275.0,74254655000.0,378497730000.0,160116100000.0
2276.0,73873480000.0,376775280000.0,162710080000.0
2277.0,74120410000.0,378696930000.0,166427150000.0
2278.0,74293980000.0,380429930000.0,164376690000.0
2279.0,74876305000.0,382529470000.0,163683780000.0
2280.0,77070320000.0,379537030000.0,164447500000.0
2281.0,80451380000.0,374217500000.0,165002180000.0
2282.0,80653510000.0,370123670000.0,165748900000.0
2283.0,79308490000.0,362335570000.0,165572870000.0
2284.0,78200390000.0,362715550000.0,165610930000.0
2285.0,78841220000.0,366807680000.0,164792880000.0
2286.0,81334575000.0,367725450000.0,165303570000.0
2287.0,80195895000.0,371505360000.0,164045780000.0
2288.0,79532660000.0,368970100000.0,165753370000.0
2289.0,80783920000.0,366904380000.0,162966140000.0
2290.0,81735610000.0,371694040000.0,165993280000.0
2291.0,81387070000.0,374093840000.0,165171000000.0
2292.0,81234910000.0,372551680000.0,164574000000.0
2293.0,80319136000.0,374158920000.0,166787900000.0
2294.0,81018910000.0,372456200000.0,168398950000.0
2295.0,79214305000.0,370415470000.0,172634800000.0
2296.0,80221320000.0,370987040000.0,175929460000.0
2297.0,81912226000.0,372071170000.0,174891610000.0
2298.0,82703940000.0,365892400000.0,174647160000.0
2299.0,82015540000.0,368636170000.0,175958570000.0
2300.0,82369724000.0,371065550000.0,178579960000.0
